ko_id,pathway_id,pathway_name
K06047,map04812,Cytoskeleton proteins [BR:ko04812]
K18633,map04812,Cytoskeleton proteins [BR:ko04812]
K18635,map04812,Cytoskeleton proteins [BR:ko04812]
K19827,map04812,Cytoskeleton proteins [BR:ko04812]
K06990,map04812,Cytoskeleton proteins [BR:ko04812]
K17292,map04147,Exosome [BR:ko04147]
K17292,map04812,Cytoskeleton proteins [BR:ko04812]
K17262,map04147,Exosome [BR:ko04147]
K17262,map04812,Cytoskeleton proteins [BR:ko04812]
K21766,map04812,Cytoskeleton proteins [BR:ko04812]
K21767,map04812,Cytoskeleton proteins [BR:ko04812]
K21768,map04812,Cytoskeleton proteins [BR:ko04812]
K22449,map04812,Cytoskeleton proteins [BR:ko04812]
K23845,map04812,Cytoskeleton proteins [BR:ko04812]
K24345,map04812,Cytoskeleton proteins [BR:ko04812]
K16945,map04812,Cytoskeleton proteins [BR:ko04812]
K16948,map04812,Cytoskeleton proteins [BR:ko04812]
K18637,map04812,Cytoskeleton proteins [BR:ko04812]
K18640,map04812,Cytoskeleton proteins [BR:ko04812]
K18641,map04812,Cytoskeleton proteins [BR:ko04812]
K18642,map04812,Cytoskeleton proteins [BR:ko04812]
K22222,map04812,Cytoskeleton proteins [BR:ko04812]
K17254,map04147,Exosome [BR:ko04147]
K17255,map04147,Exosome [BR:ko04147]
K17345,map04147,Exosome [BR:ko04147]
K17257,map04147,Exosome [BR:ko04147]
K17259,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K17259,map04147,Exosome [BR:ko04147]
K16506,map04147,Exosome [BR:ko04147]
K16506,map04515,Cell adhesion molecules [BR:ko04515]
K17266,map04147,Exosome [BR:ko04147]
K17086,map04147,Exosome [BR:ko04147]
K17087,map04147,Exosome [BR:ko04147]
K01121,map04147,Exosome [BR:ko04147]
K06831,map04091,Lectins [BR:ko04091]
K06831,map04147,Exosome [BR:ko04147]
K01045,map04147,Exosome [BR:ko04147]
K17279,map04147,Exosome [BR:ko04147]
K18258,map04147,Exosome [BR:ko04147]
K01482,map04147,Exosome [BR:ko04147]
K17099,map04147,Exosome [BR:ko04147]
K18260,map04147,Exosome [BR:ko04147]
K18262,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K18262,map04147,Exosome [BR:ko04147]
K18264,map04147,Exosome [BR:ko04147]
K18266,map04147,Exosome [BR:ko04147]
K18274,map00537,Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:ko00537]
K18274,map04147,Exosome [BR:ko04147]
K20011,map04147,Exosome [BR:ko04147]
K17290,map04147,Exosome [BR:ko04147]
K03522,map04147,Exosome [BR:ko04147]
K17293,map04147,Exosome [BR:ko04147]
K07930,map04031,GTP-binding proteins [BR:ko04031]
K07930,map04147,Exosome [BR:ko04147]
K17089,map04147,Exosome [BR:ko04147]
K03098,map04147,Exosome [BR:ko04147]
K17310,map04147,Exosome [BR:ko04147]
K09951,map02048,Prokaryotic defense system [BR:ko02048]
K07012,map02048,Prokaryotic defense system [BR:ko02048]
K19085,map02048,Prokaryotic defense system [BR:ko02048]
K19088,map02048,Prokaryotic defense system [BR:ko02048]
K19075,map02048,Prokaryotic defense system [BR:ko02048]
K07464,map02048,Prokaryotic defense system [BR:ko02048]
K19090,map02048,Prokaryotic defense system [BR:ko02048]
K19091,map02048,Prokaryotic defense system [BR:ko02048]
K19114,map02048,Prokaryotic defense system [BR:ko02048]
K19115,map02048,Prokaryotic defense system [BR:ko02048]
K19116,map02048,Prokaryotic defense system [BR:ko02048]
K19117,map02048,Prokaryotic defense system [BR:ko02048]
K19118,map02048,Prokaryotic defense system [BR:ko02048]
K19119,map02048,Prokaryotic defense system [BR:ko02048]
K19120,map02048,Prokaryotic defense system [BR:ko02048]
K19121,map02048,Prokaryotic defense system [BR:ko02048]
K19122,map02048,Prokaryotic defense system [BR:ko02048]
K19123,map02048,Prokaryotic defense system [BR:ko02048]
K19046,map02048,Prokaryotic defense system [BR:ko02048]
K19124,map02048,Prokaryotic defense system [BR:ko02048]
K19125,map02048,Prokaryotic defense system [BR:ko02048]
K19126,map02048,Prokaryotic defense system [BR:ko02048]
K19127,map02048,Prokaryotic defense system [BR:ko02048]
K19128,map02048,Prokaryotic defense system [BR:ko02048]
K19129,map02048,Prokaryotic defense system [BR:ko02048]
K19130,map02048,Prokaryotic defense system [BR:ko02048]
K19131,map02048,Prokaryotic defense system [BR:ko02048]
K19132,map02048,Prokaryotic defense system [BR:ko02048]
K19133,map02048,Prokaryotic defense system [BR:ko02048]
K19134,map02048,Prokaryotic defense system [BR:ko02048]
K19135,map02048,Prokaryotic defense system [BR:ko02048]
K19136,map02048,Prokaryotic defense system [BR:ko02048]
K09952,map02048,Prokaryotic defense system [BR:ko02048]
K07016,map02048,Prokaryotic defense system [BR:ko02048]
K19138,map02048,Prokaryotic defense system [BR:ko02048]
K09002,map02048,Prokaryotic defense system [BR:ko02048]
K19139,map02048,Prokaryotic defense system [BR:ko02048]
K19140,map02048,Prokaryotic defense system [BR:ko02048]
K07061,map02048,Prokaryotic defense system [BR:ko02048]
K19076,map02048,Prokaryotic defense system [BR:ko02048]
K09127,map02048,Prokaryotic defense system [BR:ko02048]
K09000,map02048,Prokaryotic defense system [BR:ko02048]
K19141,map02048,Prokaryotic defense system [BR:ko02048]
K19142,map02048,Prokaryotic defense system [BR:ko02048]
K19144,map02048,Prokaryotic defense system [BR:ko02048]
K19145,map02048,Prokaryotic defense system [BR:ko02048]
K01153,map02048,Prokaryotic defense system [BR:ko02048]
K01154,map02048,Prokaryotic defense system [BR:ko02048]
K03427,map02048,Prokaryotic defense system [BR:ko02048]
K01155,map02048,Prokaryotic defense system [BR:ko02048]
K07317,map02048,Prokaryotic defense system [BR:ko02048]
K07318,map02048,Prokaryotic defense system [BR:ko02048]
K07319,map02048,Prokaryotic defense system [BR:ko02048]
K00571,map02048,Prokaryotic defense system [BR:ko02048]
K00590,map02048,Prokaryotic defense system [BR:ko02048]
K24451,map02048,Prokaryotic defense system [BR:ko02048]
K01156,map02048,Prokaryotic defense system [BR:ko02048]
K07316,map02048,Prokaryotic defense system [BR:ko02048]
K07451,map02048,Prokaryotic defense system [BR:ko02048]
K07452,map02048,Prokaryotic defense system [BR:ko02048]
K19147,map02048,Prokaryotic defense system [BR:ko02048]
K07448,map02048,Prokaryotic defense system [BR:ko02048]
K19048,map02048,Prokaryotic defense system [BR:ko02048]
K07171,map02048,Prokaryotic defense system [BR:ko02048]
K07172,map02048,Prokaryotic defense system [BR:ko02048]
K18841,map02048,Prokaryotic defense system [BR:ko02048]
K18842,map02048,Prokaryotic defense system [BR:ko02048]
K19155,map02048,Prokaryotic defense system [BR:ko02048]
K19156,map02048,Prokaryotic defense system [BR:ko02048]
K06218,map02048,Prokaryotic defense system [BR:ko02048]
K18923,map02048,Prokaryotic defense system [BR:ko02048]
K19157,map02048,Prokaryotic defense system [BR:ko02048]
K07473,map02048,Prokaryotic defense system [BR:ko02048]
K19158,map02048,Prokaryotic defense system [BR:ko02048]
K19159,map02048,Prokaryotic defense system [BR:ko02048]
K07339,map02048,Prokaryotic defense system [BR:ko02048]
K18843,map02048,Prokaryotic defense system [BR:ko02048]
K03970,map02048,Prokaryotic defense system [BR:ko02048]
K19163,map02048,Prokaryotic defense system [BR:ko02048]
K19164,map02048,Prokaryotic defense system [BR:ko02048]
K19092,map02048,Prokaryotic defense system [BR:ko02048]
K19093,map02048,Prokaryotic defense system [BR:ko02048]
K07746,map02048,Prokaryotic defense system [BR:ko02048]
K07341,map02048,Prokaryotic defense system [BR:ko02048]
K19165,map02048,Prokaryotic defense system [BR:ko02048]
K19166,map02048,Prokaryotic defense system [BR:ko02048]
K07334,map02048,Prokaryotic defense system [BR:ko02048]
K21498,map02048,Prokaryotic defense system [BR:ko02048]
K13651,map02048,Prokaryotic defense system [BR:ko02048]
K18829,map02048,Prokaryotic defense system [BR:ko02048]
K19686,map02048,Prokaryotic defense system [BR:ko02048]
K19687,map02048,Prokaryotic defense system [BR:ko02048]
K16214,map02048,Prokaryotic defense system [BR:ko02048]
K21488,map02048,Prokaryotic defense system [BR:ko02048]
K21490,map02048,Prokaryotic defense system [BR:ko02048]
K21491,map02048,Prokaryotic defense system [BR:ko02048]
K21492,map02048,Prokaryotic defense system [BR:ko02048]
K21493,map02048,Prokaryotic defense system [BR:ko02048]
K21494,map02048,Prokaryotic defense system [BR:ko02048]
K07062,map02048,Prokaryotic defense system [BR:ko02048]
K21495,map02048,Prokaryotic defense system [BR:ko02048]
K21496,map02048,Prokaryotic defense system [BR:ko02048]
K21497,map02048,Prokaryotic defense system [BR:ko02048]
K19334,map02048,Prokaryotic defense system [BR:ko02048]
K12151,map02048,Prokaryotic defense system [BR:ko02048]
K07060,map02048,Prokaryotic defense system [BR:ko02048]
K19167,map02048,Prokaryotic defense system [BR:ko02048]
K19168,map02048,Prokaryotic defense system [BR:ko02048]
K09159,map02048,Prokaryotic defense system [BR:ko02048]
K09144,map02048,Prokaryotic defense system [BR:ko02048]
K19162,map02048,Prokaryotic defense system [BR:ko02048]
K19169,map02048,Prokaryotic defense system [BR:ko02048]
K19170,map02048,Prokaryotic defense system [BR:ko02048]
K19171,map02048,Prokaryotic defense system [BR:ko02048]
K19172,map02048,Prokaryotic defense system [BR:ko02048]
K19173,map02048,Prokaryotic defense system [BR:ko02048]
K19174,map02048,Prokaryotic defense system [BR:ko02048]
K19175,map02048,Prokaryotic defense system [BR:ko02048]
K22919,map04030,G protein-coupled receptors [BR:ko04030]
K04165,map04030,G protein-coupled receptors [BR:ko04030]
K22814,map04030,G protein-coupled receptors [BR:ko04030]
K22790,map04030,G protein-coupled receptors [BR:ko04030]
K22791,map04030,G protein-coupled receptors [BR:ko04030]
K22815,map04030,G protein-coupled receptors [BR:ko04030]
K04233,map04030,G protein-coupled receptors [BR:ko04030]
K04209,map04030,G protein-coupled receptors [BR:ko04030]
K22872,map04030,G protein-coupled receptors [BR:ko04030]
K14071,map04030,G protein-coupled receptors [BR:ko04030]
K14072,map04030,G protein-coupled receptors [BR:ko04030]
K04255,map04030,G protein-coupled receptors [BR:ko04030]
K08428,map04030,G protein-coupled receptors [BR:ko04030]
K04599,map04030,G protein-coupled receptors [BR:ko04030]
K22738,map04030,G protein-coupled receptors [BR:ko04030]
K04611,map04030,G protein-coupled receptors [BR:ko04030]
K08469,map04030,G protein-coupled receptors [BR:ko04030]
K04613,map04030,G protein-coupled receptors [BR:ko04030]
K08470,map04030,G protein-coupled receptors [BR:ko04030]
K22985,map04030,G protein-coupled receptors [BR:ko04030]
K08472,map04030,G protein-coupled receptors [BR:ko04030]
K22987,map04030,G protein-coupled receptors [BR:ko04030]
K04641,map04030,G protein-coupled receptors [BR:ko04030]
K04643,map04030,G protein-coupled receptors [BR:ko04030]
K22988,map04030,G protein-coupled receptors [BR:ko04030]
K08467,map04030,G protein-coupled receptors [BR:ko04030]
K18807,map04054,Pattern recognition receptors [BR:ko04054]
K18808,map04054,Pattern recognition receptors [BR:ko04054]
K22614,map04054,Pattern recognition receptors [BR:ko04054]
K05312,map04040,Ion channels [BR:ko04040]
K05313,map04040,Ion channels [BR:ko04040]
K05387,map04040,Ion channels [BR:ko04040]
K05273,map04040,Ion channels [BR:ko04040]
K03440,map04040,Ion channels [BR:ko04040]
K16897,map04040,Ion channels [BR:ko04040]
K04874,map04040,Ion channels [BR:ko04040]
K04880,map04040,Ion channels [BR:ko04040]
K04883,map04040,Ion channels [BR:ko04040]
K04885,map04040,Ion channels [BR:ko04040]
K04887,map04040,Ion channels [BR:ko04040]
K04905,map04040,Ion channels [BR:ko04040]
K04908,map04040,Ion channels [BR:ko04040]
K04911,map04040,Ion channels [BR:ko04040]
K04933,map04040,Ion channels [BR:ko04040]
K04946,map04040,Ion channels [BR:ko04040]
K04947,map04040,Ion channels [BR:ko04040]
K04912,map04040,Ion channels [BR:ko04040]
K05323,map04040,Ion channels [BR:ko04040]
K05389,map04040,Ion channels [BR:ko04040]
K05330,map04040,Ion channels [BR:ko04040]
K04978,map04040,Ion channels [BR:ko04040]
K04988,map04091,Lectins [BR:ko04091]
K04988,map04040,Ion channels [BR:ko04040]
K21863,map04040,Ion channels [BR:ko04040]
K24014,map04040,Ion channels [BR:ko04040]
K24015,map04040,Ion channels [BR:ko04040]
K22644,map04040,Ion channels [BR:ko04040]
K05015,map04040,Ion channels [BR:ko04040]
K05022,map04040,Ion channels [BR:ko04040]
K19496,map04040,Ion channels [BR:ko04040]
K19502,map04040,Ion channels [BR:ko04040]
K19327,map04040,Ion channels [BR:ko04040]
K04640,map04031,GTP-binding proteins [BR:ko04031]
K07841,map04031,GTP-binding proteins [BR:ko04031]
K07844,map04031,GTP-binding proteins [BR:ko04031]
K07847,map04031,GTP-binding proteins [BR:ko04031]
K07851,map04031,GTP-binding proteins [BR:ko04031]
K17198,map04031,GTP-binding proteins [BR:ko04031]
K07975,map04031,GTP-binding proteins [BR:ko04031]
K07915,map04031,GTP-binding proteins [BR:ko04031]
K07921,map04031,GTP-binding proteins [BR:ko04031]
K07976,map04031,GTP-binding proteins [BR:ko04031]
K07950,map04031,GTP-binding proteins [BR:ko04031]
K07945,map04031,GTP-binding proteins [BR:ko04031]
K17201,map04031,GTP-binding proteins [BR:ko04031]
K07933,map04031,GTP-binding proteins [BR:ko04031]
K22653,map04515,Cell adhesion molecules [BR:ko04515]
K06772,map04515,Cell adhesion molecules [BR:ko04515]
K06774,map04515,Cell adhesion molecules [BR:ko04515]
K22656,map04515,Cell adhesion molecules [BR:ko04515]
K22657,map04515,Cell adhesion molecules [BR:ko04515]
K06767,map04515,Cell adhesion molecules [BR:ko04515]
K06768,map04515,Cell adhesion molecules [BR:ko04515]
K16353,map04515,Cell adhesion molecules [BR:ko04515]
K06805,map04515,Cell adhesion molecules [BR:ko04515]
K16494,map04515,Cell adhesion molecules [BR:ko04515]
K16499,map04515,Cell adhesion molecules [BR:ko04515]
K16505,map04515,Cell adhesion molecules [BR:ko04515]
K22659,map04515,Cell adhesion molecules [BR:ko04515]
K06537,map04090,CD molecules [BR:ko04090]
K06569,map04090,CD molecules [BR:ko04090]
K17840,map01504,Antimicrobial resistance genes [BR:ko01504]
K03395,map01504,Antimicrobial resistance genes [BR:ko01504]
K00662,map01504,Antimicrobial resistance genes [BR:ko01504]
K18815,map01504,Antimicrobial resistance genes [BR:ko01504]
K19278,map01504,Antimicrobial resistance genes [BR:ko01504]
K18816,map01504,Antimicrobial resistance genes [BR:ko01504]
K00663,map01504,Antimicrobial resistance genes [BR:ko01504]
K19273,map01504,Antimicrobial resistance genes [BR:ko01504]
K17881,map01504,Antimicrobial resistance genes [BR:ko01504]
K00984,map01504,Antimicrobial resistance genes [BR:ko01504]
K17882,map01504,Antimicrobial resistance genes [BR:ko01504]
K05593,map01504,Antimicrobial resistance genes [BR:ko01504]
K17910,map01504,Antimicrobial resistance genes [BR:ko01504]
K19272,map01504,Antimicrobial resistance genes [BR:ko01504]
K19300,map01504,Antimicrobial resistance genes [BR:ko01504]
K00897,map01504,Antimicrobial resistance genes [BR:ko01504]
K18817,map01504,Antimicrobial resistance genes [BR:ko01504]
K04343,map01504,Antimicrobial resistance genes [BR:ko01504]
K17880,map01504,Antimicrobial resistance genes [BR:ko01504]
K18844,map01504,Antimicrobial resistance genes [BR:ko01504]
K18220,map01504,Antimicrobial resistance genes [BR:ko01504]
K06880,map01504,Antimicrobial resistance genes [BR:ko01504]
K18235,map01504,Antimicrobial resistance genes [BR:ko01504]
K19545,map01504,Antimicrobial resistance genes [BR:ko01504]
K18236,map01504,Antimicrobial resistance genes [BR:ko01504]
K18234,map01504,Antimicrobial resistance genes [BR:ko01504]
K21251,map01504,Antimicrobial resistance genes [BR:ko01504]
K06979,map01504,Antimicrobial resistance genes [BR:ko01504]
K19271,map01504,Antimicrobial resistance genes [BR:ko01504]
K00638,map01504,Antimicrobial resistance genes [BR:ko01504]
K18554,map01504,Antimicrobial resistance genes [BR:ko01504]
K18555,map01504,Antimicrobial resistance genes [BR:ko01504]
K19062,map01504,Antimicrobial resistance genes [BR:ko01504]
K21288,map01504,Antimicrobial resistance genes [BR:ko01504]
K21267,map01504,Antimicrobial resistance genes [BR:ko01504]
K21253,map01504,Antimicrobial resistance genes [BR:ko01504]
K21265,map01504,Antimicrobial resistance genes [BR:ko01504]
K21252,map01504,Antimicrobial resistance genes [BR:ko01504]
K08112,map00537,Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:ko00537]
K08112,map00535,Proteoglycans [BR:ko00535]
K08136,map00535,Proteoglycans [BR:ko00535]
K24286,map00535,Proteoglycans [BR:ko00535]
K24354,map00536,Glycosaminoglycan binding proteins [BR:ko00536]
K16645,map00536,Glycosaminoglycan binding proteins [BR:ko00536]
K19031,map00536,Glycosaminoglycan binding proteins [BR:ko00536]
K22144,map00536,Glycosaminoglycan binding proteins [BR:ko00536]
K15414,map00536,Glycosaminoglycan binding proteins [BR:ko00536]
K08257,map00537,Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:ko00537]
K06846,map00537,Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:ko00537]
K19897,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K19897,map00537,Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:ko00537]
K19898,map00537,Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:ko00537]
K22493,map00537,Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:ko00537]
K22494,map00537,Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:ko00537]
K24332,map04091,Lectins [BR:ko04091]
K10083,map04091,Lectins [BR:ko04091]
K10098,map04091,Lectins [BR:ko04091]
K10091,map04091,Lectins [BR:ko04091]
K10092,map04091,Lectins [BR:ko04091]
K10093,map04091,Lectins [BR:ko04091]
K10104,map04091,Lectins [BR:ko04091]
K17525,map04091,Lectins [BR:ko04091]
K17526,map04091,Lectins [BR:ko04091]
K23696,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23697,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23704,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23739,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23740,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K16847,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K05723,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K05724,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23781,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K08283,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K17083,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23792,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23794,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K15370,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23796,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23858,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23859,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23860,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24020,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24023,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24024,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24027,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24037,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K04530,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23899,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23901,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23843,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23847,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23855,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23908,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23909,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23929,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23922,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23905,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23928,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24048,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24049,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24053,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24054,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24055,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24060,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24062,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24065,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K17925,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K17926,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K17929,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K17935,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24095,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24630,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24632,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24633,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24634,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24635,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24674,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24684,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24685,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24686,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24687,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24642,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24098,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24099,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24412,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24415,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23354,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24315,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24420,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24143,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24341,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24342,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24333,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24478,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24485,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24496,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24427,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24434,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24469,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K17341,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24468,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24470,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24473,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K19467,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23574,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24510,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24511,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24512,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24524,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24523,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24517,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24518,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24725,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24732,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24734,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24736,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24737,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24739,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24740,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24741,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24742,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24744,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24746,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24747,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24748,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24750,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24758,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24764,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24765,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K19329,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K22524,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24779,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24720,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23961,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23962,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23963,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23956,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23969,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23970,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24786,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24787,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24682,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24683,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K19519,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24792,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23091,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24360,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24363,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K23820,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24808,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24810,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24812,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24815,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24816,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24166,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24169,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24835,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24842,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24838,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24127,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K24831,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990]
K21527,map03200,Viral proteins [BR:ko03200]
K21039,map03200,Viral proteins [BR:ko03200]
K21528,map03200,Viral proteins [BR:ko03200]
K14744,map03200,Viral proteins [BR:ko03200]
K00046,map99980,Enzymes with EC numbers
