biosample_id,pathway_id,pathway_name,expr_sum
nmdc:bsm-11-nq2tfm26,map00404,Staurosporine biosynthesis [PATH:ko00404],229
nmdc:bsm-11-nq2tfm26,map00405,Phenazine biosynthesis [PATH:ko00405],1058
nmdc:bsm-11-nq2tfm26,map00410,beta-Alanine metabolism [PATH:ko00410],23413
nmdc:bsm-11-nq2tfm26,map00430,Taurine and hypotaurine metabolism [PATH:ko00430],20647
nmdc:bsm-11-nq2tfm26,map00440,Phosphonate and phosphinate metabolism [PATH:ko00440],766
nmdc:bsm-11-nq2tfm26,map00450,Selenocompound metabolism [PATH:ko00450],41036
nmdc:bsm-11-nq2tfm26,map00460,Cyanoamino acid metabolism [PATH:ko00460],11979
nmdc:bsm-11-nq2tfm26,map00470,D-Amino acid metabolism [PATH:ko00470],10120
nmdc:bsm-11-nq2tfm26,map00480,Glutathione metabolism [PATH:ko00480],37953
nmdc:bsm-11-nq2tfm26,map00500,Starch and sucrose metabolism [PATH:ko00500],38675
nmdc:bsm-11-nq2tfm26,map00510,N-Glycan biosynthesis [PATH:ko00510],2189
nmdc:bsm-11-nq2tfm26,map00511,Other glycan degradation [PATH:ko00511],3901
nmdc:bsm-11-nq2tfm26,map00512,Mucin type O-glycan biosynthesis [PATH:ko00512],10
nmdc:bsm-11-nq2tfm26,map00513,Various types of N-glycan biosynthesis [PATH:ko00513],510
nmdc:bsm-11-nq2tfm26,map00514,Other types of O-glycan biosynthesis [PATH:ko00514],1162
nmdc:bsm-11-nq2tfm26,map00515,Mannose type O-glycan biosynthesis [PATH:ko00515],428
nmdc:bsm-11-nq2tfm26,map00520,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],44348
nmdc:bsm-11-nq2tfm26,map00521,Streptomycin biosynthesis [PATH:ko00521],12225
nmdc:bsm-11-nq2tfm26,map00523,Polyketide sugar unit biosynthesis [PATH:ko00523],4252
nmdc:bsm-11-nq2tfm26,map00524,"Neomycin, kanamycin and gentamicin biosynthesis [PATH:ko00524]",1438
nmdc:bsm-11-nq2tfm26,map00525,Acarbose and validamycin biosynthesis [PATH:ko00525],2369
nmdc:bsm-11-nq2tfm26,map00531,Glycosaminoglycan degradation [PATH:ko00531],1904
nmdc:bsm-11-nq2tfm26,map00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate [PATH:ko00532],4
nmdc:bsm-11-nq2tfm26,map00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin [PATH:ko00534],4
nmdc:bsm-11-nq2tfm26,map00535,Proteoglycans [BR:ko00535],6
nmdc:bsm-11-nq2tfm26,map00536,Glycosaminoglycan binding proteins [BR:ko00536],1286
nmdc:bsm-11-nq2tfm26,map00537,Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:ko00537],1268
nmdc:bsm-11-nq2tfm26,map00540,Lipopolysaccharide biosynthesis [PATH:ko00540],9326
nmdc:bsm-11-nq2tfm26,map00541,Biosynthesis of various nucleotide sugars [PATH:ko00541],26018
nmdc:bsm-11-nq2tfm26,map00542,O-Antigen repeat unit biosynthesis [PATH:ko00542],1702
nmdc:bsm-11-nq2tfm26,map00543,Exopolysaccharide biosynthesis [PATH:ko00543],9212
nmdc:bsm-11-nq2tfm26,map00550,Peptidoglycan biosynthesis [PATH:ko00550],24276
nmdc:bsm-11-nq2tfm26,map00552,Teichoic acid biosynthesis [PATH:ko00552],4234
nmdc:bsm-11-nq2tfm26,map00561,Glycerolipid metabolism [PATH:ko00561],19152
nmdc:bsm-11-nq2tfm26,map00562,Inositol phosphate metabolism [PATH:ko00562],16898
nmdc:bsm-11-nq2tfm26,map00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ko00563],52
nmdc:bsm-11-nq2tfm26,map00564,Glycerophospholipid metabolism [PATH:ko00564],15839
nmdc:bsm-11-nq2tfm26,map00565,Ether lipid metabolism [PATH:ko00565],2278
nmdc:bsm-11-nq2tfm26,map00571,Lipoarabinomannan (LAM) biosynthesis [PATH:ko00571],900
nmdc:bsm-11-nq2tfm26,map00572,Arabinogalactan biosynthesis - Mycobacterium [PATH:ko00572],2205
nmdc:bsm-11-nq2tfm26,map00590,Arachidonic acid metabolism [PATH:ko00590],290
nmdc:bsm-11-nq2tfm26,map00591,Linoleic acid metabolism [PATH:ko00591],566
nmdc:bsm-11-nq2tfm26,map00592,alpha-Linolenic acid metabolism [PATH:ko00592],4537
nmdc:bsm-11-nq2tfm26,map00600,Sphingolipid metabolism [PATH:ko00600],4805
nmdc:bsm-11-nq2tfm26,map00603,Glycosphingolipid biosynthesis - globo and isoglobo series [PATH:ko00603],1554
nmdc:bsm-11-nq2tfm26,map00604,Glycosphingolipid biosynthesis - ganglio series [PATH:ko00604],386
nmdc:bsm-11-nq2tfm26,map00620,Pyruvate metabolism [PATH:ko00620],134287
nmdc:bsm-11-nq2tfm26,map00621,Dioxin degradation [PATH:ko00621],2516
nmdc:bsm-11-nq2tfm26,map00622,Xylene degradation [PATH:ko00622],7509
nmdc:bsm-11-nq2tfm26,map00623,Toluene degradation [PATH:ko00623],18125
nmdc:bsm-11-nq2tfm26,map00624,Polycyclic aromatic hydrocarbon degradation [PATH:ko00624],6474
nmdc:bsm-11-nq2tfm26,map00625,Chloroalkane and chloroalkene degradation [PATH:ko00625],40134
nmdc:bsm-11-nq2tfm26,map00626,Naphthalene degradation [PATH:ko00626],8164
nmdc:bsm-11-nq2tfm26,map00627,Aminobenzoate degradation [PATH:ko00627],18333
nmdc:bsm-11-nq2tfm26,map00630,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],120427
nmdc:bsm-11-nq2tfm26,map00633,Nitrotoluene degradation [PATH:ko00633],14815
nmdc:bsm-11-nq2tfm26,map00640,Propanoate metabolism [PATH:ko00640],55908
nmdc:bsm-11-nq2tfm26,map00642,Ethylbenzene degradation [PATH:ko00642],4482
nmdc:bsm-11-nq2tfm26,map00643,Styrene degradation [PATH:ko00643],20924
nmdc:bsm-11-nq2tfm26,map00650,Butanoate metabolism [PATH:ko00650],129993
nmdc:bsm-11-nq2tfm26,map00660,C5-Branched dibasic acid metabolism [PATH:ko00660],27653
nmdc:bsm-11-nq2tfm26,map00670,One carbon pool by folate [PATH:ko00670],46145
nmdc:bsm-11-nq2tfm26,map00680,Methane metabolism [PATH:ko00680],165811
nmdc:bsm-11-nq2tfm26,map00710,Carbon fixation by Calvin cycle [PATH:ko00710],44686
nmdc:bsm-11-nq2tfm26,map00720,Other carbon fixation pathways [PATH:ko00720],88055
nmdc:bsm-11-nq2tfm26,map00730,Thiamine metabolism [PATH:ko00730],31160
nmdc:bsm-11-nq2tfm26,map00740,Riboflavin metabolism [PATH:ko00740],7377
nmdc:bsm-11-nq2tfm26,map00750,Vitamin B6 metabolism [PATH:ko00750],10637
nmdc:bsm-11-nq2tfm26,map00760,Nicotinate and nicotinamide metabolism [PATH:ko00760],27387
nmdc:bsm-11-nq2tfm26,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770],52821
nmdc:bsm-11-nq2tfm26,map00780,Biotin metabolism [PATH:ko00780],30196
nmdc:bsm-11-nq2tfm26,map00785,Lipoic acid metabolism [PATH:ko00785],32023
nmdc:bsm-11-nq2tfm26,map00790,Folate biosynthesis [PATH:ko00790],21869
nmdc:bsm-11-nq2tfm26,map00791,Atrazine degradation [PATH:ko00791],1738
nmdc:bsm-11-nq2tfm26,map00830,Retinol metabolism [PATH:ko00830],7103
nmdc:bsm-11-nq2tfm26,map00860,Porphyrin metabolism [PATH:ko00860],32170
nmdc:bsm-11-nq2tfm26,map00900,Terpenoid backbone biosynthesis [PATH:ko00900],44056
nmdc:bsm-11-nq2tfm26,map00901,Indole alkaloid biosynthesis [PATH:ko00901],287
nmdc:bsm-11-nq2tfm26,map00902,Monoterpenoid biosynthesis [PATH:ko00902],7
nmdc:bsm-11-nq2tfm26,map00903,Limonene degradation [PATH:ko00903],9711
nmdc:bsm-11-nq2tfm26,map00906,Carotenoid biosynthesis [PATH:ko00906],712
nmdc:bsm-11-nq2tfm26,map00907,"Pinene, camphor and geraniol degradation [PATH:ko00907]",8495
nmdc:bsm-11-nq2tfm26,map00908,Zeatin biosynthesis [PATH:ko00908],396
nmdc:bsm-11-nq2tfm26,map00909,Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909],5574
nmdc:bsm-11-nq2tfm26,map00910,Nitrogen metabolism [PATH:ko00910],103865
nmdc:bsm-11-nq2tfm26,map00920,Sulfur metabolism [PATH:ko00920],85195
nmdc:bsm-11-nq2tfm26,map00930,Caprolactam degradation [PATH:ko00930],12670
nmdc:bsm-11-nq2tfm26,map00940,Phenylpropanoid biosynthesis [PATH:ko00940],11247
nmdc:bsm-11-nq2tfm26,map00941,Flavonoid biosynthesis [PATH:ko00941],153
nmdc:bsm-11-nq2tfm26,map00943,Isoflavonoid biosynthesis [PATH:ko00943],84
nmdc:bsm-11-nq2tfm26,map00944,Flavone and flavonol biosynthesis [PATH:ko00944],359
nmdc:bsm-11-nq2tfm26,map00945,"Stilbenoid, diarylheptanoid and gingerol biosynthesis [PATH:ko00945]",153
nmdc:bsm-11-nq2tfm26,map00946,Degradation of flavonoids [PATH:ko00946],3251
nmdc:bsm-11-nq2tfm26,map00950,Isoquinoline alkaloid biosynthesis [PATH:ko00950],6842
nmdc:bsm-11-nq2tfm26,map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]",9139
nmdc:bsm-11-nq2tfm26,map00965,Betalain biosynthesis [PATH:ko00965],431
nmdc:bsm-11-nq2tfm26,map00966,Glucosinolate biosynthesis [PATH:ko00966],8468
nmdc:bsm-11-nq2tfm26,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970],40518
nmdc:bsm-11-nq2tfm26,map00980,Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980],16028
nmdc:bsm-11-nq2tfm26,map00981,Insect hormone biosynthesis [PATH:ko00981],5927
nmdc:bsm-11-nq2tfm26,map00982,Drug metabolism - cytochrome P450 [PATH:ko00982],16430
nmdc:bsm-11-nq2tfm26,map00983,Drug metabolism - other enzymes [PATH:ko00983],32918
nmdc:bsm-11-nq2tfm26,map00984,Steroid degradation [PATH:ko00984],2758
nmdc:bsm-11-nq2tfm26,map00996,Biosynthesis of various alkaloids [PATH:ko00996],32
nmdc:bsm-11-nq2tfm26,map00997,Biosynthesis of various other secondary metabolites [PATH:ko00997],323
nmdc:bsm-11-nq2tfm26,map00998,Biosynthesis of various antibiotics [PATH:ko00998],8979
nmdc:bsm-11-nq2tfm26,map00999,Biosynthesis of various plant secondary metabolites [PATH:ko00999],12378
nmdc:bsm-11-nq2tfm26,map01001,Protein kinases [BR:ko01001],55019
nmdc:bsm-11-nq2tfm26,map01002,Peptidases and inhibitors [BR:ko01002],263342
nmdc:bsm-11-nq2tfm26,map01003,Glycosyltransferases [BR:ko01003],24610
nmdc:bsm-11-nq2tfm26,map01004,Lipid biosynthesis proteins [BR:ko01004],70760
nmdc:bsm-11-nq2tfm26,map01005,Lipopolysaccharide biosynthesis proteins [BR:ko01005],19257
nmdc:bsm-11-nq2tfm26,map01006,Prenyltransferases [BR:ko01006],8193
nmdc:bsm-11-nq2tfm26,map01007,Amino acid related enzymes [BR:ko01007],74681
nmdc:bsm-11-nq2tfm26,map01008,Polyketide biosynthesis proteins [BR:ko01008],15762
nmdc:bsm-11-nq2tfm26,map01009,Protein phosphatases and associated proteins [BR:ko01009],13295
nmdc:bsm-11-nq2tfm26,map01011,Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],62480
nmdc:bsm-11-nq2tfm26,map01040,Biosynthesis of unsaturated fatty acids [PATH:ko01040],5081
nmdc:bsm-11-nq2tfm26,map01051,Biosynthesis of ansamycins [PATH:ko01051],8154
nmdc:bsm-11-nq2tfm26,map01052,Type I polyketide structures [PATH:ko01052],95
nmdc:bsm-11-nq2tfm26,map01053,Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053],580
nmdc:bsm-11-nq2tfm26,map01054,Nonribosomal peptide structures [PATH:ko01054],619
nmdc:bsm-11-nq2tfm26,map01055,Biosynthesis of vancomycin group antibiotics [PATH:ko01055],2067
nmdc:bsm-11-nq2tfm26,map01056,Biosynthesis of type II polyketide backbone [PATH:ko01056],12
nmdc:bsm-11-nq2tfm26,map01057,Biosynthesis of type II polyketide products [PATH:ko01057],4206
nmdc:bsm-11-nq2tfm26,map01059,Biosynthesis of enediyne antibiotics [PATH:ko01059],3511
nmdc:bsm-11-nq2tfm26,map01501,beta-Lactam resistance [PATH:ko01501],47997
nmdc:bsm-11-nq2tfm26,map01502,Vancomycin resistance [PATH:ko01502],4184
nmdc:bsm-11-nq2tfm26,map01503,Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503],50549
nmdc:bsm-11-nq2tfm26,map01504,Antimicrobial resistance genes [BR:ko01504],50214
nmdc:bsm-11-nq2tfm26,map01521,EGFR tyrosine kinase inhibitor resistance [PATH:ko01521],259
nmdc:bsm-11-nq2tfm26,map01522,Endocrine resistance [PATH:ko01522],204
nmdc:bsm-11-nq2tfm26,map01523,Antifolate resistance [PATH:ko01523],4050
nmdc:bsm-11-nq2tfm26,map01524,Platinum drug resistance [PATH:ko01524],12192
nmdc:bsm-11-nq2tfm26,map02000,Transporters [BR:ko02000],697828
nmdc:bsm-11-nq2tfm26,map02010,ABC transporters [PATH:ko02010],165582
nmdc:bsm-11-nq2tfm26,map02020,Two-component system [PATH:ko02020],307451
nmdc:bsm-11-nq2tfm26,map02022,Two-component system [BR:ko02022],69064
nmdc:bsm-11-nq2tfm26,map02024,Quorum sensing [PATH:ko02024],211759
nmdc:bsm-11-nq2tfm26,map02025,Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025],83060
nmdc:bsm-11-nq2tfm26,map02026,Biofilm formation - Escherichia coli [PATH:ko02026],58153
nmdc:bsm-11-nq2tfm26,map02030,Bacterial chemotaxis [PATH:ko02030],17781
nmdc:bsm-11-nq2tfm26,map02035,Bacterial motility proteins [BR:ko02035],146752
nmdc:bsm-11-nq2tfm26,map02040,Flagellar assembly [PATH:ko02040],66503
nmdc:bsm-11-nq2tfm26,map02042,Bacterial toxins [BR:ko02042],2793
nmdc:bsm-11-nq2tfm26,map02044,Secretion system [BR:ko02044],253505
nmdc:bsm-11-nq2tfm26,map02048,Prokaryotic defense system [BR:ko02048],37044
nmdc:bsm-11-nq2tfm26,map02060,Phosphotransferase system (PTS) [PATH:ko02060],5047
nmdc:bsm-11-nq2tfm26,map03000,Transcription factors [BR:ko03000],185847
nmdc:bsm-11-nq2tfm26,map03008,Ribosome biogenesis in eukaryotes [PATH:ko03008],2047
nmdc:bsm-11-nq2tfm26,map03009,Ribosome biogenesis [BR:ko03009],79783
nmdc:bsm-11-nq2tfm26,map03010,Ribosome [PATH:ko03010],475290
nmdc:bsm-11-nq2tfm26,map03011,Ribosome [BR:ko03011],475323
nmdc:bsm-11-nq2tfm26,map03012,Translation factors [BR:ko03012],132503
nmdc:bsm-11-nq2tfm26,map03013,Nucleocytoplasmic transport [PATH:ko03013],2391
nmdc:bsm-11-nq2tfm26,map03015,mRNA surveillance pathway [PATH:ko03015],850
nmdc:bsm-11-nq2tfm26,map03016,Transfer RNA biogenesis [BR:ko03016],102671
nmdc:bsm-11-nq2tfm26,map03018,RNA degradation [PATH:ko03018],111244
nmdc:bsm-11-nq2tfm26,map03019,Messenger RNA biogenesis [BR:ko03019],128803
nmdc:bsm-11-nq2tfm26,map03020,RNA polymerase [PATH:ko03020],147407
nmdc:bsm-11-nq2tfm26,map03021,Transcription machinery [BR:ko03021],405405
nmdc:bsm-11-nq2tfm26,map03022,Basal transcription factors [PATH:ko03022],409
nmdc:bsm-11-nq2tfm26,map03029,Mitochondrial biogenesis [BR:ko03029],239327
nmdc:bsm-11-nq2tfm26,map03030,DNA replication [PATH:ko03030],20303
nmdc:bsm-11-nq2tfm26,map03032,DNA replication proteins [BR:ko03032],77235
nmdc:bsm-11-nq2tfm26,map03036,Chromosome and associated proteins [BR:ko03036],119966
nmdc:bsm-11-nq2tfm26,map03037,Cilium and associated proteins [BR:ko03037],371
nmdc:bsm-11-nq2tfm26,map03040,Spliceosome [PATH:ko03040],1204
nmdc:bsm-11-nq2tfm26,map03041,Spliceosome [BR:ko03041],18694
nmdc:bsm-11-nq2tfm26,map03050,Proteasome [PATH:ko03050],6303
nmdc:bsm-11-nq2tfm26,map03051,Proteasome [BR:ko03051],11585
nmdc:bsm-11-nq2tfm26,map03060,Protein export [PATH:ko03060],67706
nmdc:bsm-11-nq2tfm26,map03070,Bacterial secretion system [PATH:ko03070],97702
nmdc:bsm-11-nq2tfm26,map03082,ATP-dependent chromatin remodeling [PATH:ko03082],1953
nmdc:bsm-11-nq2tfm26,map03083,Polycomb repressive complex [PATH:ko03083],952
nmdc:bsm-11-nq2tfm26,map03110,Chaperones and folding catalysts [BR:ko03110],303847
nmdc:bsm-11-nq2tfm26,map03200,Viral proteins [BR:ko03200],15
nmdc:bsm-11-nq2tfm26,map03250,Viral life cycle - HIV-1 [PATH:ko03250],1109
nmdc:bsm-11-nq2tfm26,map03258,Virion - Bacteriophage lambda [PATH:ko03258],10
nmdc:bsm-11-nq2tfm26,map03264,Virion - Flavivirus and Alphavirus [PATH:ko03264],14
nmdc:bsm-11-nq2tfm26,map03265,"Virion - Ebolavirus, Lyssavirus and Morbillivirus [PATH:ko03265]",12
nmdc:bsm-11-nq2tfm26,map03266,Virion - Herpesvirus [PATH:ko03266],4
nmdc:bsm-11-nq2tfm26,map03272,Virion - Hepatitis viruses [PATH:ko03272],472
nmdc:bsm-11-nq2tfm26,map03273,Virion - Lassa virus and SFTS virus [PATH:ko03273],74
nmdc:bsm-11-nq2tfm26,map03310,Nuclear receptors [BR:ko03310],11
nmdc:bsm-11-nq2tfm26,map03320,PPAR signaling pathway [PATH:ko03320],33329
nmdc:bsm-11-nq2tfm26,map03400,DNA repair and recombination proteins [BR:ko03400],292327
nmdc:bsm-11-nq2tfm26,map03410,Base excision repair [PATH:ko03410],8127
nmdc:bsm-11-nq2tfm26,map03420,Nucleotide excision repair [PATH:ko03420],15372
nmdc:bsm-11-nq2tfm26,map03430,Mismatch repair [PATH:ko03430],21327
nmdc:bsm-11-nq2tfm26,map03440,Homologous recombination [PATH:ko03440],26349
nmdc:bsm-11-nq2tfm26,map03450,Non-homologous end-joining [PATH:ko03450],4569
nmdc:bsm-11-nq2tfm26,map03460,Fanconi anemia pathway [PATH:ko03460],131
nmdc:bsm-11-nq2tfm26,map04010,MAPK signaling pathway [PATH:ko04010],1447
nmdc:bsm-11-nq2tfm26,map04011,MAPK signaling pathway - yeast [PATH:ko04011],3894
nmdc:bsm-11-nq2tfm26,map04012,ErbB signaling pathway [PATH:ko04012],182
nmdc:bsm-11-nq2tfm26,map04013,MAPK signaling pathway - fly [PATH:ko04013],7005
nmdc:bsm-11-nq2tfm26,map04014,Ras signaling pathway [PATH:ko04014],1061
nmdc:bsm-11-nq2tfm26,map04015,Rap1 signaling pathway [PATH:ko04015],2160
nmdc:bsm-11-nq2tfm26,map04016,MAPK signaling pathway - plant [PATH:ko04016],6217
nmdc:bsm-11-nq2tfm26,map04020,Calcium signaling pathway [PATH:ko04020],806
nmdc:bsm-11-nq2tfm26,map04022,cGMP-PKG signaling pathway [PATH:ko04022],1000
nmdc:bsm-11-nq2tfm26,map04024,cAMP signaling pathway [PATH:ko04024],1196
nmdc:bsm-11-nq2tfm26,map04030,G protein-coupled receptors [BR:ko04030],26
nmdc:bsm-11-nq2tfm26,map04031,GTP-binding proteins [BR:ko04031],1300
nmdc:bsm-11-nq2tfm26,map04040,Ion channels [BR:ko04040],125
nmdc:bsm-11-nq2tfm26,map04052,Cytokines and neuropeptides [BR:ko04052],47
nmdc:bsm-11-nq2tfm26,map04060,Cytokine-cytokine receptor interaction [PATH:ko04060],2
nmdc:bsm-11-nq2tfm26,map04062,Chemokine signaling pathway [PATH:ko04062],911
nmdc:bsm-11-nq2tfm26,map04064,NF-kappa B signaling pathway [PATH:ko04064],40
nmdc:bsm-11-nq2tfm26,map04066,HIF-1 signaling pathway [PATH:ko04066],11526
nmdc:bsm-11-nq2tfm26,map04068,FoxO signaling pathway [PATH:ko04068],12023
nmdc:bsm-11-nq2tfm26,map04070,Phosphatidylinositol signaling system [PATH:ko04070],2178
nmdc:bsm-11-nq2tfm26,map04071,Sphingolipid signaling pathway [PATH:ko04071],1306
nmdc:bsm-11-nq2tfm26,map04072,Phospholipase D signaling pathway [PATH:ko04072],551
nmdc:bsm-11-nq2tfm26,map04075,Plant hormone signal transduction [PATH:ko04075],12705
nmdc:bsm-11-nq2tfm26,map04080,Neuroactive ligand-receptor interaction [PATH:ko04080],213
nmdc:bsm-11-nq2tfm26,map04081,Hormone signaling [PATH:ko04081],219
nmdc:bsm-11-nq2tfm26,map04090,CD molecules [BR:ko04090],715
nmdc:bsm-11-nq2tfm26,map04091,Lectins [BR:ko04091],141
nmdc:bsm-11-nq2tfm26,map04110,Cell cycle [PATH:ko04110],650
nmdc:bsm-11-nq2tfm26,map04111,Cell cycle - yeast [PATH:ko04111],405
nmdc:bsm-11-nq2tfm26,map04112,Cell cycle - Caulobacter [PATH:ko04112],123559
nmdc:bsm-11-nq2tfm26,map04113,Meiosis - yeast [PATH:ko04113],15996
nmdc:bsm-11-nq2tfm26,map04114,Oocyte meiosis [PATH:ko04114],739
nmdc:bsm-11-nq2tfm26,map04115,p53 signaling pathway [PATH:ko04115],2108
nmdc:bsm-11-nq2tfm26,map04120,Ubiquitin mediated proteolysis [PATH:ko04120],3204
nmdc:bsm-11-nq2tfm26,map04121,Ubiquitin system [BR:ko04121],4694
nmdc:bsm-11-nq2tfm26,map04122,Sulfur relay system [PATH:ko04122],36986
nmdc:bsm-11-nq2tfm26,map04130,SNARE interactions in vesicular transport [PATH:ko04130],73
nmdc:bsm-11-nq2tfm26,map04131,Membrane trafficking [BR:ko04131],26792
nmdc:bsm-11-nq2tfm26,map04136,Autophagy - other [PATH:ko04136],117
nmdc:bsm-11-nq2tfm26,map04137,Mitophagy - animal [PATH:ko04137],9362
nmdc:bsm-11-nq2tfm26,map04138,Autophagy - yeast [PATH:ko04138],919
nmdc:bsm-11-nq2tfm26,map04139,Mitophagy - yeast [PATH:ko04139],144
nmdc:bsm-11-nq2tfm26,map04140,Autophagy - animal [PATH:ko04140],4293
nmdc:bsm-11-nq2tfm26,map04141,Protein processing in endoplasmic reticulum [PATH:ko04141],15753
nmdc:bsm-11-nq2tfm26,map04142,Lysosome [PATH:ko04142],5762
nmdc:bsm-11-nq2tfm26,map04144,Endocytosis [PATH:ko04144],1530
nmdc:bsm-11-nq2tfm26,map04145,Phagosome [PATH:ko04145],5089
nmdc:bsm-11-nq2tfm26,map04146,Peroxisome [PATH:ko04146],36206
nmdc:bsm-11-nq2tfm26,map04147,Exosome [BR:ko04147],215750
nmdc:bsm-11-nq2tfm26,map04148,Efferocytosis [PATH:ko04148],5990
nmdc:bsm-11-nq2tfm26,map04150,mTOR signaling pathway [PATH:ko04150],486
nmdc:bsm-11-nq2tfm26,map04151,PI3K-Akt signaling pathway [PATH:ko04151],6278
nmdc:bsm-11-nq2tfm26,map04152,AMPK signaling pathway [PATH:ko04152],7793
nmdc:bsm-11-nq2tfm26,map04210,Apoptosis [PATH:ko04210],5911
nmdc:bsm-11-nq2tfm26,map04211,Longevity regulating pathway [PATH:ko04211],9322
nmdc:bsm-11-nq2tfm26,map04212,Longevity regulating pathway - worm [PATH:ko04212],84963
nmdc:bsm-11-nq2tfm26,map04213,Longevity regulating pathway - multiple species [PATH:ko04213],36184
nmdc:bsm-11-nq2tfm26,map04214,Apoptosis - fly [PATH:ko04214],2527
nmdc:bsm-11-nq2tfm26,map04215,Apoptosis - multiple species [PATH:ko04215],2067
nmdc:bsm-11-nq2tfm26,map04216,Ferroptosis [PATH:ko04216],13426
nmdc:bsm-11-nq2tfm26,map04217,Necroptosis [PATH:ko04217],22615
nmdc:bsm-11-nq2tfm26,map04218,Cellular senescence [PATH:ko04218],831
nmdc:bsm-11-nq2tfm26,map04260,Cardiac muscle contraction [PATH:ko04260],6248
nmdc:bsm-11-nq2tfm26,map04261,Adrenergic signaling in cardiomyocytes [PATH:ko04261],557
nmdc:bsm-11-nq2tfm26,map04270,Vascular smooth muscle contraction [PATH:ko04270],332
nmdc:bsm-11-nq2tfm26,map04310,Wnt signaling pathway [PATH:ko04310],932
nmdc:bsm-11-nq2tfm26,map04320,Dorso-ventral axis formation [PATH:ko04320],154
nmdc:bsm-11-nq2tfm26,map04330,Notch signaling pathway [PATH:ko04330],69
nmdc:bsm-11-nq2tfm26,map04340,Hedgehog signaling pathway [PATH:ko04340],87
nmdc:bsm-11-nq2tfm26,map04341,Hedgehog signaling pathway - fly [PATH:ko04341],191
nmdc:bsm-11-nq2tfm26,map04350,TGF-beta signaling pathway [PATH:ko04350],250
nmdc:bsm-11-nq2tfm26,map04360,Axon guidance [PATH:ko04360],1100
nmdc:bsm-11-nq2tfm26,map04361,Axon regeneration [PATH:ko04361],1765
nmdc:bsm-11-nq2tfm26,map04370,VEGF signaling pathway [PATH:ko04370],768
nmdc:bsm-11-nq2tfm26,map04371,Apelin signaling pathway [PATH:ko04371],481
nmdc:bsm-11-nq2tfm26,map04380,Osteoclast differentiation [PATH:ko04380],803
nmdc:bsm-11-nq2tfm26,map04390,Hippo signaling pathway [PATH:ko04390],1349
nmdc:bsm-11-nq2tfm26,map04391,Hippo signaling pathway - fly [PATH:ko04391],1296
nmdc:bsm-11-nq2tfm26,map04392,Hippo signaling pathway - multiple species [PATH:ko04392],39
nmdc:bsm-11-nq2tfm26,map04510,Focal adhesion [PATH:ko04510],2076
nmdc:bsm-11-nq2tfm26,map04512,ECM-receptor interaction [PATH:ko04512],263
nmdc:bsm-11-nq2tfm26,map04514,Cell adhesion molecules [PATH:ko04514],14
nmdc:bsm-11-nq2tfm26,map04515,Cell adhesion molecules [BR:ko04515],10
nmdc:bsm-11-nq2tfm26,map04520,Adherens junction [PATH:ko04520],1760
nmdc:bsm-11-nq2tfm26,map04530,Tight junction [PATH:ko04530],3531
nmdc:bsm-11-nq2tfm26,map04540,Gap junction [PATH:ko04540],2602
nmdc:bsm-11-nq2tfm26,map04550,Signaling pathways regulating pluripotency of stem cells [PATH:ko04550],151
nmdc:bsm-11-nq2tfm26,map04611,Platelet activation [PATH:ko04611],1402
nmdc:bsm-11-nq2tfm26,map04612,Antigen processing and presentation [PATH:ko04612],3979
nmdc:bsm-11-nq2tfm26,map04613,Neutrophil extracellular trap formation [PATH:ko04613],7954
nmdc:bsm-11-nq2tfm26,map04614,Renin-angiotensin system [PATH:ko04614],1334
nmdc:bsm-11-nq2tfm26,map04620,Toll-like receptor signaling pathway [PATH:ko04620],603
nmdc:bsm-11-nq2tfm26,map04621,NOD-like receptor signaling pathway [PATH:ko04621],27558
nmdc:bsm-11-nq2tfm26,map04622,RIG-I-like receptor signaling pathway [PATH:ko04622],46
nmdc:bsm-11-nq2tfm26,map04623,Cytosolic DNA-sensing pathway [PATH:ko04623],70
nmdc:bsm-11-nq2tfm26,map04624,Toll and Imd signaling pathway [PATH:ko04624],101
nmdc:bsm-11-nq2tfm26,map04625,C-type lectin receptor signaling pathway [PATH:ko04625],352
nmdc:bsm-11-nq2tfm26,map04626,Plant-pathogen interaction [PATH:ko04626],46242
nmdc:bsm-11-nq2tfm26,map04630,JAK-STAT signaling pathway [PATH:ko04630],53
nmdc:bsm-11-nq2tfm26,map04650,Natural killer cell mediated cytotoxicity [PATH:ko04650],766
nmdc:bsm-11-nq2tfm26,map04657,IL-17 signaling pathway [PATH:ko04657],2132
