biosample_id,pathway_id,pathway_name,n_metag_kos,n_metat_kos,n_shared_kos
nmdc:bsm-11-ssfs1051,map00660,C5-Branched dibasic acid metabolism [PATH:ko00660],22,19,19
nmdc:bsm-11-ssfs1051,map00670,One carbon pool by folate [PATH:ko00670],43,37,37
nmdc:bsm-11-ssfs1051,map00680,Methane metabolism [PATH:ko00680],131,102,102
nmdc:bsm-11-ssfs1051,map00710,Carbon fixation by Calvin cycle [PATH:ko00710],30,31,30
nmdc:bsm-11-ssfs1051,map00720,Other carbon fixation pathways [PATH:ko00720],76,56,56
nmdc:bsm-11-ssfs1051,map00730,Thiamine metabolism [PATH:ko00730],29,17,17
nmdc:bsm-11-ssfs1051,map00740,Riboflavin metabolism [PATH:ko00740],32,21,21
nmdc:bsm-11-ssfs1051,map00750,Vitamin B6 metabolism [PATH:ko00750],19,15,15
nmdc:bsm-11-ssfs1051,map00760,Nicotinate and nicotinamide metabolism [PATH:ko00760],59,45,42
nmdc:bsm-11-ssfs1051,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770],35,30,30
nmdc:bsm-11-ssfs1051,map00780,Biotin metabolism [PATH:ko00780],17,16,16
nmdc:bsm-11-ssfs1051,map00785,Lipoic acid metabolism [PATH:ko00785],24,21,21
nmdc:bsm-11-ssfs1051,map00790,Folate biosynthesis [PATH:ko00790],52,43,39
nmdc:bsm-11-ssfs1051,map00791,Atrazine degradation [PATH:ko00791],11,10,10
nmdc:bsm-11-ssfs1051,map00830,Retinol metabolism [PATH:ko00830],10,7,7
nmdc:bsm-11-ssfs1051,map00860,Porphyrin metabolism [PATH:ko00860],93,78,78
nmdc:bsm-11-ssfs1051,map00900,Terpenoid backbone biosynthesis [PATH:ko00900],40,32,32
nmdc:bsm-11-ssfs1051,map00901,Indole alkaloid biosynthesis [PATH:ko00901],1,1,1
nmdc:bsm-11-ssfs1051,map00902,Monoterpenoid biosynthesis [PATH:ko00902],1,1,1
nmdc:bsm-11-ssfs1051,map00903,Limonene degradation [PATH:ko00903],5,5,5
nmdc:bsm-11-ssfs1051,map00904,Diterpenoid biosynthesis [PATH:ko00904],1,0,0
nmdc:bsm-11-ssfs1051,map00905,Brassinosteroid biosynthesis [PATH:ko00905],0,0,0
nmdc:bsm-11-ssfs1051,map00906,Carotenoid biosynthesis [PATH:ko00906],25,11,10
nmdc:bsm-11-ssfs1051,map00907,"Pinene, camphor and geraniol degradation [PATH:ko00907]",17,11,11
nmdc:bsm-11-ssfs1051,map00908,Zeatin biosynthesis [PATH:ko00908],2,2,2
nmdc:bsm-11-ssfs1051,map00909,Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909],8,3,3
nmdc:bsm-11-ssfs1051,map00910,Nitrogen metabolism [PATH:ko00910],45,36,36
nmdc:bsm-11-ssfs1051,map00920,Sulfur metabolism [PATH:ko00920],84,72,72
nmdc:bsm-11-ssfs1051,map00930,Caprolactam degradation [PATH:ko00930],16,13,13
nmdc:bsm-11-ssfs1051,map00940,Phenylpropanoid biosynthesis [PATH:ko00940],7,5,5
nmdc:bsm-11-ssfs1051,map00941,Flavonoid biosynthesis [PATH:ko00941],2,2,2
nmdc:bsm-11-ssfs1051,map00942,Anthocyanin biosynthesis [PATH:ko00942],0,0,0
nmdc:bsm-11-ssfs1051,map00943,Isoflavonoid biosynthesis [PATH:ko00943],1,1,1
nmdc:bsm-11-ssfs1051,map00944,Flavone and flavonol biosynthesis [PATH:ko00944],1,1,1
nmdc:bsm-11-ssfs1051,map00945,"Stilbenoid, diarylheptanoid and gingerol biosynthesis [PATH:ko00945]",1,1,1
nmdc:bsm-11-ssfs1051,map00946,Degradation of flavonoids [PATH:ko00946],4,3,3
nmdc:bsm-11-ssfs1051,map00950,Isoquinoline alkaloid biosynthesis [PATH:ko00950],13,11,11
nmdc:bsm-11-ssfs1051,map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]",15,12,12
nmdc:bsm-11-ssfs1051,map00965,Betalain biosynthesis [PATH:ko00965],3,2,2
nmdc:bsm-11-ssfs1051,map00966,Glucosinolate biosynthesis [PATH:ko00966],2,2,2
nmdc:bsm-11-ssfs1051,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970],38,34,33
nmdc:bsm-11-ssfs1051,map00980,Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980],12,8,8
nmdc:bsm-11-ssfs1051,map00981,Insect hormone biosynthesis [PATH:ko00981],3,1,1
nmdc:bsm-11-ssfs1051,map00982,Drug metabolism - cytochrome P450 [PATH:ko00982],10,8,8
nmdc:bsm-11-ssfs1051,map00983,Drug metabolism - other enzymes [PATH:ko00983],27,19,19
nmdc:bsm-11-ssfs1051,map00984,Steroid degradation [PATH:ko00984],15,14,14
nmdc:bsm-11-ssfs1051,map00996,Biosynthesis of various alkaloids [PATH:ko00996],1,1,1
nmdc:bsm-11-ssfs1051,map00997,Biosynthesis of various other secondary metabolites [PATH:ko00997],14,6,6
nmdc:bsm-11-ssfs1051,map00998,Biosynthesis of various antibiotics [PATH:ko00998],16,7,6
nmdc:bsm-11-ssfs1051,map00999,Biosynthesis of various plant secondary metabolites [PATH:ko00999],8,6,6
nmdc:bsm-11-ssfs1051,map01001,Protein kinases [BR:ko01001],195,127,112
nmdc:bsm-11-ssfs1051,map01002,Peptidases and inhibitors [BR:ko01002],300,233,202
nmdc:bsm-11-ssfs1051,map01003,Glycosyltransferases [BR:ko01003],141,91,88
nmdc:bsm-11-ssfs1051,map01004,Lipid biosynthesis proteins [BR:ko01004],98,72,69
nmdc:bsm-11-ssfs1051,map01005,Lipopolysaccharide biosynthesis proteins [BR:ko01005],71,48,48
nmdc:bsm-11-ssfs1051,map01006,Prenyltransferases [BR:ko01006],26,20,20
nmdc:bsm-11-ssfs1051,map01007,Amino acid related enzymes [BR:ko01007],87,77,75
nmdc:bsm-11-ssfs1051,map01008,Polyketide biosynthesis proteins [BR:ko01008],178,96,93
nmdc:bsm-11-ssfs1051,map01009,Protein phosphatases and associated proteins [BR:ko01009],95,55,41
nmdc:bsm-11-ssfs1051,map01011,Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],66,58,58
nmdc:bsm-11-ssfs1051,map01040,Biosynthesis of unsaturated fatty acids [PATH:ko01040],18,15,14
nmdc:bsm-11-ssfs1051,map01051,Biosynthesis of ansamycins [PATH:ko01051],17,6,6
nmdc:bsm-11-ssfs1051,map01052,Type I polyketide structures [PATH:ko01052],31,8,8
nmdc:bsm-11-ssfs1051,map01053,Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053],24,13,13
nmdc:bsm-11-ssfs1051,map01054,Nonribosomal peptide structures [PATH:ko01054],21,12,11
nmdc:bsm-11-ssfs1051,map01055,Biosynthesis of vancomycin group antibiotics [PATH:ko01055],19,11,11
nmdc:bsm-11-ssfs1051,map01056,Biosynthesis of type II polyketide backbone [PATH:ko01056],5,4,4
nmdc:bsm-11-ssfs1051,map01057,Biosynthesis of type II polyketide products [PATH:ko01057],17,3,3
nmdc:bsm-11-ssfs1051,map01059,Biosynthesis of enediyne antibiotics [PATH:ko01059],28,23,22
nmdc:bsm-11-ssfs1051,map01501,beta-Lactam resistance [PATH:ko01501],31,24,24
nmdc:bsm-11-ssfs1051,map01502,Vancomycin resistance [PATH:ko01502],16,9,9
nmdc:bsm-11-ssfs1051,map01503,Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503],28,20,20
nmdc:bsm-11-ssfs1051,map01504,Antimicrobial resistance genes [BR:ko01504],99,54,54
nmdc:bsm-11-ssfs1051,map01521,EGFR tyrosine kinase inhibitor resistance [PATH:ko01521],10,7,4
nmdc:bsm-11-ssfs1051,map01522,Endocrine resistance [PATH:ko01522],10,9,5
nmdc:bsm-11-ssfs1051,map01523,Antifolate resistance [PATH:ko01523],7,9,6
nmdc:bsm-11-ssfs1051,map01524,Platinum drug resistance [PATH:ko01524],18,7,6
nmdc:bsm-11-ssfs1051,map02000,Transporters [BR:ko02000],971,691,663
nmdc:bsm-11-ssfs1051,map02010,ABC transporters [PATH:ko02010],336,235,230
nmdc:bsm-11-ssfs1051,map02020,Two-component system [PATH:ko02020],340,260,257
nmdc:bsm-11-ssfs1051,map02022,Two-component system [BR:ko02022],199,149,147
nmdc:bsm-11-ssfs1051,map02024,Quorum sensing [PATH:ko02024],144,105,103
nmdc:bsm-11-ssfs1051,map02025,Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025],75,62,62
nmdc:bsm-11-ssfs1051,map02026,Biofilm formation - Escherichia coli [PATH:ko02026],41,31,31
nmdc:bsm-11-ssfs1051,map02030,Bacterial chemotaxis [PATH:ko02030],22,21,21
nmdc:bsm-11-ssfs1051,map02035,Bacterial motility proteins [BR:ko02035],112,102,102
nmdc:bsm-11-ssfs1051,map02040,Flagellar assembly [PATH:ko02040],47,42,42
nmdc:bsm-11-ssfs1051,map02042,Bacterial toxins [BR:ko02042],11,7,7
nmdc:bsm-11-ssfs1051,map02044,Secretion system [BR:ko02044],227,178,171
nmdc:bsm-11-ssfs1051,map02048,Prokaryotic defense system [BR:ko02048],111,90,88
nmdc:bsm-11-ssfs1051,map02060,Phosphotransferase system (PTS) [PATH:ko02060],28,16,15
nmdc:bsm-11-ssfs1051,map03000,Transcription factors [BR:ko03000],348,233,223
nmdc:bsm-11-ssfs1051,map03008,Ribosome biogenesis in eukaryotes [PATH:ko03008],63,26,25
nmdc:bsm-11-ssfs1051,map03009,Ribosome biogenesis [BR:ko03009],270,141,139
nmdc:bsm-11-ssfs1051,map03010,Ribosome [PATH:ko03010],114,132,113
nmdc:bsm-11-ssfs1051,map03011,Ribosome [BR:ko03011],129,137,116
nmdc:bsm-11-ssfs1051,map03012,Translation factors [BR:ko03012],79,52,52
nmdc:bsm-11-ssfs1051,map03013,Nucleocytoplasmic transport [PATH:ko03013],62,25,23
nmdc:bsm-11-ssfs1051,map03015,mRNA surveillance pathway [PATH:ko03015],48,25,23
nmdc:bsm-11-ssfs1051,map03016,Transfer RNA biogenesis [BR:ko03016],197,126,126
nmdc:bsm-11-ssfs1051,map03018,RNA degradation [PATH:ko03018],60,40,35
nmdc:bsm-11-ssfs1051,map03019,Messenger RNA biogenesis [BR:ko03019],208,119,103
nmdc:bsm-11-ssfs1051,map03020,RNA polymerase [PATH:ko03020],28,17,16
nmdc:bsm-11-ssfs1051,map03021,Transcription machinery [BR:ko03021],182,86,81
nmdc:bsm-11-ssfs1051,map03022,Basal transcription factors [PATH:ko03022],29,9,8
nmdc:bsm-11-ssfs1051,map03029,Mitochondrial biogenesis [BR:ko03029],197,108,100
nmdc:bsm-11-ssfs1051,map03030,DNA replication [PATH:ko03030],53,31,31
nmdc:bsm-11-ssfs1051,map03032,DNA replication proteins [BR:ko03032],122,71,63
nmdc:bsm-11-ssfs1051,map03036,Chromosome and associated proteins [BR:ko03036],404,181,164
nmdc:bsm-11-ssfs1051,map03037,Cilium and associated proteins [BR:ko03037],35,38,18
nmdc:bsm-11-ssfs1051,map03040,Spliceosome [PATH:ko03040],78,54,40
nmdc:bsm-11-ssfs1051,map03041,Spliceosome [BR:ko03041],158,81,59
nmdc:bsm-11-ssfs1051,map03050,Proteasome [PATH:ko03050],38,20,19
nmdc:bsm-11-ssfs1051,map03051,Proteasome [BR:ko03051],55,29,28
nmdc:bsm-11-ssfs1051,map03060,Protein export [PATH:ko03060],37,29,28
nmdc:bsm-11-ssfs1051,map03070,Bacterial secretion system [PATH:ko03070],60,56,55
nmdc:bsm-11-ssfs1051,map03082,ATP-dependent chromatin remodeling [PATH:ko03082],37,10,9
nmdc:bsm-11-ssfs1051,map03083,Polycomb repressive complex [PATH:ko03083],16,8,8
nmdc:bsm-11-ssfs1051,map03110,Chaperones and folding catalysts [BR:ko03110],138,117,105
nmdc:bsm-11-ssfs1051,map03200,Viral proteins [BR:ko03200],4,2,2
nmdc:bsm-11-ssfs1051,map03250,Viral life cycle - HIV-1 [PATH:ko03250],20,13,12
nmdc:bsm-11-ssfs1051,map03258,Virion - Bacteriophage lambda [PATH:ko03258],2,1,1
nmdc:bsm-11-ssfs1051,map03264,Virion - Flavivirus and Alphavirus [PATH:ko03264],1,1,1
nmdc:bsm-11-ssfs1051,map03265,"Virion - Ebolavirus, Lyssavirus and Morbillivirus [PATH:ko03265]",1,1,1
nmdc:bsm-11-ssfs1051,map03266,Virion - Herpesvirus [PATH:ko03266],1,1,1
nmdc:bsm-11-ssfs1051,map03268,Virion - Orthopoxvirus [PATH:ko03268],0,0,0
nmdc:bsm-11-ssfs1051,map03271,Virion - Rotavirus [PATH:ko03271],0,0,0
nmdc:bsm-11-ssfs1051,map03272,Virion - Hepatitis viruses [PATH:ko03272],9,6,5
nmdc:bsm-11-ssfs1051,map03273,Virion - Lassa virus and SFTS virus [PATH:ko03273],1,1,1
nmdc:bsm-11-ssfs1051,map03310,Nuclear receptors [BR:ko03310],0,1,0
nmdc:bsm-11-ssfs1051,map03320,PPAR signaling pathway [PATH:ko03320],14,14,13
nmdc:bsm-11-ssfs1051,map03400,DNA repair and recombination proteins [BR:ko03400],281,163,156
nmdc:bsm-11-ssfs1051,map03410,Base excision repair [PATH:ko03410],42,26,25
nmdc:bsm-11-ssfs1051,map03420,Nucleotide excision repair [PATH:ko03420],46,25,24
nmdc:bsm-11-ssfs1051,map03430,Mismatch repair [PATH:ko03430],39,25,25
nmdc:bsm-11-ssfs1051,map03440,Homologous recombination [PATH:ko03440],48,31,31
nmdc:bsm-11-ssfs1051,map03450,Non-homologous end-joining [PATH:ko03450],12,4,4
nmdc:bsm-11-ssfs1051,map03460,Fanconi anemia pathway [PATH:ko03460],24,9,9
nmdc:bsm-11-ssfs1051,map04010,MAPK signaling pathway [PATH:ko04010],20,17,9
nmdc:bsm-11-ssfs1051,map04011,MAPK signaling pathway - yeast [PATH:ko04011],57,27,24
nmdc:bsm-11-ssfs1051,map04012,ErbB signaling pathway [PATH:ko04012],11,7,5
nmdc:bsm-11-ssfs1051,map04013,MAPK signaling pathway - fly [PATH:ko04013],14,14,10
nmdc:bsm-11-ssfs1051,map04014,Ras signaling pathway [PATH:ko04014],24,19,14
nmdc:bsm-11-ssfs1051,map04015,Rap1 signaling pathway [PATH:ko04015],15,14,8
nmdc:bsm-11-ssfs1051,map04016,MAPK signaling pathway - plant [PATH:ko04016],7,6,6
nmdc:bsm-11-ssfs1051,map04020,Calcium signaling pathway [PATH:ko04020],21,17,11
nmdc:bsm-11-ssfs1051,map04022,cGMP-PKG signaling pathway [PATH:ko04022],20,18,12
nmdc:bsm-11-ssfs1051,map04024,cAMP signaling pathway [PATH:ko04024],21,26,17
nmdc:bsm-11-ssfs1051,map04030,G protein-coupled receptors [BR:ko04030],5,3,1
nmdc:bsm-11-ssfs1051,map04031,GTP-binding proteins [BR:ko04031],29,29,20
nmdc:bsm-11-ssfs1051,map04040,Ion channels [BR:ko04040],19,9,3
nmdc:bsm-11-ssfs1051,map04052,Cytokines and neuropeptides [BR:ko04052],3,3,2
nmdc:bsm-11-ssfs1051,map04054,Pattern recognition receptors [BR:ko04054],1,1,1
nmdc:bsm-11-ssfs1051,map04060,Cytokine-cytokine receptor interaction [PATH:ko04060],2,1,1
nmdc:bsm-11-ssfs1051,map04062,Chemokine signaling pathway [PATH:ko04062],19,15,10
nmdc:bsm-11-ssfs1051,map04064,NF-kappa B signaling pathway [PATH:ko04064],7,3,1
nmdc:bsm-11-ssfs1051,map04066,HIF-1 signaling pathway [PATH:ko04066],18,19,13
nmdc:bsm-11-ssfs1051,map04068,FoxO signaling pathway [PATH:ko04068],18,12,10
nmdc:bsm-11-ssfs1051,map04070,Phosphatidylinositol signaling system [PATH:ko04070],24,16,14
nmdc:bsm-11-ssfs1051,map04071,Sphingolipid signaling pathway [PATH:ko04071],24,19,16
nmdc:bsm-11-ssfs1051,map04072,Phospholipase D signaling pathway [PATH:ko04072],20,12,8
nmdc:bsm-11-ssfs1051,map04075,Plant hormone signal transduction [PATH:ko04075],6,7,5
nmdc:bsm-11-ssfs1051,map04080,Neuroactive ligand-receptor interaction [PATH:ko04080],7,6,3
nmdc:bsm-11-ssfs1051,map04081,Hormone signaling [PATH:ko04081],12,10,6
nmdc:bsm-11-ssfs1051,map04090,CD molecules [BR:ko04090],7,9,5
nmdc:bsm-11-ssfs1051,map04091,Lectins [BR:ko04091],11,7,6
nmdc:bsm-11-ssfs1051,map04110,Cell cycle [PATH:ko04110],63,31,29
nmdc:bsm-11-ssfs1051,map04111,Cell cycle - yeast [PATH:ko04111],85,25,24
nmdc:bsm-11-ssfs1051,map04112,Cell cycle - Caulobacter [PATH:ko04112],31,30,30
nmdc:bsm-11-ssfs1051,map04113,Meiosis - yeast [PATH:ko04113],58,21,21
nmdc:bsm-11-ssfs1051,map04114,Oocyte meiosis [PATH:ko04114],33,21,17
nmdc:bsm-11-ssfs1051,map04115,p53 signaling pathway [PATH:ko04115],10,5,3
nmdc:bsm-11-ssfs1051,map04120,Ubiquitin mediated proteolysis [PATH:ko04120],54,42,29
nmdc:bsm-11-ssfs1051,map04121,Ubiquitin system [BR:ko04121],177,102,70
nmdc:bsm-11-ssfs1051,map04122,Sulfur relay system [PATH:ko04122],24,19,19
nmdc:bsm-11-ssfs1051,map04130,SNARE interactions in vesicular transport [PATH:ko04130],13,7,4
nmdc:bsm-11-ssfs1051,map04131,Membrane trafficking [BR:ko04131],414,245,196
nmdc:bsm-11-ssfs1051,map04136,Autophagy - other [PATH:ko04136],21,13,12
nmdc:bsm-11-ssfs1051,map04137,Mitophagy - animal [PATH:ko04137],28,20,16
nmdc:bsm-11-ssfs1051,map04138,Autophagy - yeast [PATH:ko04138],63,41,37
nmdc:bsm-11-ssfs1051,map04139,Mitophagy - yeast [PATH:ko04139],27,10,8
nmdc:bsm-11-ssfs1051,map04140,Autophagy - animal [PATH:ko04140],54,39,29
nmdc:bsm-11-ssfs1051,map04141,Protein processing in endoplasmic reticulum [PATH:ko04141],76,56,46
nmdc:bsm-11-ssfs1051,map04142,Lysosome [PATH:ko04142],53,61,43
nmdc:bsm-11-ssfs1051,map04144,Endocytosis [PATH:ko04144],72,49,44
nmdc:bsm-11-ssfs1051,map04145,Phagosome [PATH:ko04145],34,27,23
nmdc:bsm-11-ssfs1051,map04146,Peroxisome [PATH:ko04146],44,38,35
nmdc:bsm-11-ssfs1051,map04147,Exosome [BR:ko04147],205,194,170
nmdc:bsm-11-ssfs1051,map04148,Efferocytosis [PATH:ko04148],27,19,15
nmdc:bsm-11-ssfs1051,map04150,mTOR signaling pathway [PATH:ko04150],42,22,16
nmdc:bsm-11-ssfs1051,map04151,PI3K-Akt signaling pathway [PATH:ko04151],33,28,21
nmdc:bsm-11-ssfs1051,map04152,AMPK signaling pathway [PATH:ko04152],30,24,20
nmdc:bsm-11-ssfs1051,map04210,Apoptosis [PATH:ko04210],16,18,8
nmdc:bsm-11-ssfs1051,map04211,Longevity regulating pathway [PATH:ko04211],18,14,10
nmdc:bsm-11-ssfs1051,map04212,Longevity regulating pathway - worm [PATH:ko04212],18,20,14
nmdc:bsm-11-ssfs1051,map04213,Longevity regulating pathway - multiple species [PATH:ko04213],19,17,14
nmdc:bsm-11-ssfs1051,map04214,Apoptosis - fly [PATH:ko04214],12,8,6
nmdc:bsm-11-ssfs1051,map04215,Apoptosis - multiple species [PATH:ko04215],4,2,1
nmdc:bsm-11-ssfs1051,map04216,Ferroptosis [PATH:ko04216],10,7,6
nmdc:bsm-11-ssfs1051,map04217,Necroptosis [PATH:ko04217],25,18,16
nmdc:bsm-11-ssfs1051,map04218,Cellular senescence [PATH:ko04218],28,14,8
nmdc:bsm-11-ssfs1051,map04260,Cardiac muscle contraction [PATH:ko04260],21,21,17
nmdc:bsm-11-ssfs1051,map04261,Adrenergic signaling in cardiomyocytes [PATH:ko04261],18,17,12
nmdc:bsm-11-ssfs1051,map04270,Vascular smooth muscle contraction [PATH:ko04270],14,10,7
nmdc:bsm-11-ssfs1051,map04310,Wnt signaling pathway [PATH:ko04310],17,19,13
nmdc:bsm-11-ssfs1051,map04320,Dorso-ventral axis formation [PATH:ko04320],6,5,4
nmdc:bsm-11-ssfs1051,map04330,Notch signaling pathway [PATH:ko04330],8,10,6
nmdc:bsm-11-ssfs1051,map04340,Hedgehog signaling pathway [PATH:ko04340],9,8,6
nmdc:bsm-11-ssfs1051,map04341,Hedgehog signaling pathway - fly [PATH:ko04341],11,9,7
nmdc:bsm-11-ssfs1051,map04350,TGF-beta signaling pathway [PATH:ko04350],11,11,9
nmdc:bsm-11-ssfs1051,map04360,Axon guidance [PATH:ko04360],17,18,11
nmdc:bsm-11-ssfs1051,map04361,Axon regeneration [PATH:ko04361],19,16,12
nmdc:bsm-11-ssfs1051,map04370,VEGF signaling pathway [PATH:ko04370],12,7,5
nmdc:bsm-11-ssfs1051,map04371,Apelin signaling pathway [PATH:ko04371],21,19,12
nmdc:bsm-11-ssfs1051,map04380,Osteoclast differentiation [PATH:ko04380],13,10,5
nmdc:bsm-11-ssfs1051,map04390,Hippo signaling pathway [PATH:ko04390],15,11,8
nmdc:bsm-11-ssfs1051,map04391,Hippo signaling pathway - fly [PATH:ko04391],11,6,5
nmdc:bsm-11-ssfs1051,map04392,Hippo signaling pathway - multiple species [PATH:ko04392],8,1,1
nmdc:bsm-11-ssfs1051,map04510,Focal adhesion [PATH:ko04510],19,20,12
nmdc:bsm-11-ssfs1051,map04512,ECM-receptor interaction [PATH:ko04512],4,3,2
nmdc:bsm-11-ssfs1051,map04514,Cell adhesion molecules [PATH:ko04514],3,4,1
nmdc:bsm-11-ssfs1051,map04515,Cell adhesion molecules [BR:ko04515],3,2,0
nmdc:bsm-11-ssfs1051,map04520,Adherens junction [PATH:ko04520],14,15,9
nmdc:bsm-11-ssfs1051,map04530,Tight junction [PATH:ko04530],28,28,25
nmdc:bsm-11-ssfs1051,map04540,Gap junction [PATH:ko04540],12,12,8
nmdc:bsm-11-ssfs1051,map04550,Signaling pathways regulating pluripotency of stem cells [PATH:ko04550],7,5,3
nmdc:bsm-11-ssfs1051,map04610,Complement and coagulation cascades [PATH:ko04610],0,0,0
nmdc:bsm-11-ssfs1051,map04611,Platelet activation [PATH:ko04611],17,13,10
nmdc:bsm-11-ssfs1051,map04612,Antigen processing and presentation [PATH:ko04612],9,13,8
nmdc:bsm-11-ssfs1051,map04613,Neutrophil extracellular trap formation [PATH:ko04613],22,15,12
nmdc:bsm-11-ssfs1051,map04614,Renin-angiotensin system [PATH:ko04614],6,5,5
nmdc:bsm-11-ssfs1051,map04620,Toll-like receptor signaling pathway [PATH:ko04620],6,3,1
nmdc:bsm-11-ssfs1051,map04621,NOD-like receptor signaling pathway [PATH:ko04621],23,12,9
nmdc:bsm-11-ssfs1051,map04622,RIG-I-like receptor signaling pathway [PATH:ko04622],6,5,4
nmdc:bsm-11-ssfs1051,map04623,Cytosolic DNA-sensing pathway [PATH:ko04623],14,5,4
nmdc:bsm-11-ssfs1051,map04624,Toll and Imd signaling pathway [PATH:ko04624],4,6,3
nmdc:bsm-11-ssfs1051,map04625,C-type lectin receptor signaling pathway [PATH:ko04625],11,7,5
nmdc:bsm-11-ssfs1051,map04626,Plant-pathogen interaction [PATH:ko04626],13,15,12
nmdc:bsm-11-ssfs1051,map04630,JAK-STAT signaling pathway [PATH:ko04630],7,2,2
nmdc:bsm-11-ssfs1051,map04640,Hematopoietic cell lineage [PATH:ko04640],1,0,0
nmdc:bsm-11-ssfs1051,map04650,Natural killer cell mediated cytotoxicity [PATH:ko04650],8,6,4
nmdc:bsm-11-ssfs1051,map04657,IL-17 signaling pathway [PATH:ko04657],8,5,3
nmdc:bsm-11-ssfs1051,map04658,Th1 and Th2 cell differentiation [PATH:ko04658],7,5,2
nmdc:bsm-11-ssfs1051,map04659,Th17 cell differentiation [PATH:ko04659],8,5,3
nmdc:bsm-11-ssfs1051,map04660,T cell receptor signaling pathway [PATH:ko04660],16,12,9
nmdc:bsm-11-ssfs1051,map04662,B cell receptor signaling pathway [PATH:ko04662],7,7,4
nmdc:bsm-11-ssfs1051,map04664,Fc epsilon RI signaling pathway [PATH:ko04664],9,3,2
nmdc:bsm-11-ssfs1051,map04666,Fc gamma R-mediated phagocytosis [PATH:ko04666],23,16,11
nmdc:bsm-11-ssfs1051,map04668,TNF signaling pathway [PATH:ko04668],7,4,1
nmdc:bsm-11-ssfs1051,map04670,Leukocyte transendothelial migration [PATH:ko04670],11,12,7
nmdc:bsm-11-ssfs1051,map04710,Circadian rhythm [PATH:ko04710],5,6,5
nmdc:bsm-11-ssfs1051,map04711,Circadian rhythm - fly [PATH:ko04711],1,1,1
nmdc:bsm-11-ssfs1051,map04712,Circadian rhythm - plant [PATH:ko04712],2,2,1
nmdc:bsm-11-ssfs1051,map04713,Circadian entrainment [PATH:ko04713],11,9,7
nmdc:bsm-11-ssfs1051,map04714,Thermogenesis [PATH:ko04714],89,66,56
nmdc:bsm-11-ssfs1051,map04720,Long-term potentiation [PATH:ko04720],10,10,6
nmdc:bsm-11-ssfs1051,map04721,Synaptic vesicle cycle [PATH:ko04721],23,18,17
nmdc:bsm-11-ssfs1051,map04722,Neurotrophin signaling pathway [PATH:ko04722],17,14,8
nmdc:bsm-11-ssfs1051,map04723,Retrograde endocannabinoid signaling [PATH:ko04723],39,28,21
nmdc:bsm-11-ssfs1051,map04724,Glutamatergic synapse [PATH:ko04724],12,10,7
nmdc:bsm-11-ssfs1051,map04725,Cholinergic synapse [PATH:ko04725],10,11,6
nmdc:bsm-11-ssfs1051,map04726,Serotonergic synapse [PATH:ko04726],13,10,6
nmdc:bsm-11-ssfs1051,map04727,GABAergic synapse [PATH:ko04727],14,12,9
nmdc:bsm-11-ssfs1051,map04728,Dopaminergic synapse [PATH:ko04728],20,15,13
nmdc:bsm-11-ssfs1051,map04730,Long-term depression [PATH:ko04730],9,7,6
nmdc:bsm-11-ssfs1051,map04740,Olfactory transduction [PATH:ko04740],6,6,5
nmdc:bsm-11-ssfs1051,map04742,Taste transduction [PATH:ko04742],2,2,1
nmdc:bsm-11-ssfs1051,map04744,Phototransduction [PATH:ko04744],2,2,2
nmdc:bsm-11-ssfs1051,map04745,Phototransduction - fly [PATH:ko04745],3,4,1
nmdc:bsm-11-ssfs1051,map04750,Inflammatory mediator regulation of TRP channels [PATH:ko04750],11,4,3
nmdc:bsm-11-ssfs1051,map04810,Regulation of actin cytoskeleton [PATH:ko04810],26,27,18
nmdc:bsm-11-ssfs1051,map04812,Cytoskeleton proteins [BR:ko04812],103,85,53
nmdc:bsm-11-ssfs1051,map04814,Motor proteins [PATH:ko04814],38,31,22
nmdc:bsm-11-ssfs1051,map04820,Cytoskeleton in muscle cells [PATH:ko04820],19,23,13
nmdc:bsm-11-ssfs1051,map04910,Insulin signaling pathway [PATH:ko04910],28,23,19
nmdc:bsm-11-ssfs1051,map04911,Insulin secretion [PATH:ko04911],5,6,3
nmdc:bsm-11-ssfs1051,map04912,GnRH signaling pathway [PATH:ko04912],13,8,5
nmdc:bsm-11-ssfs1051,map04913,Ovarian steroidogenesis [PATH:ko04913],6,2,1
nmdc:bsm-11-ssfs1051,map04914,Progesterone-mediated oocyte maturation [PATH:ko04914],23,11,8
nmdc:bsm-11-ssfs1051,map04915,Estrogen signaling pathway [PATH:ko04915],14,11,8
nmdc:bsm-11-ssfs1051,map04916,Melanogenesis [PATH:ko04916],9,10,7
nmdc:bsm-11-ssfs1051,map04917,Prolactin signaling pathway [PATH:ko04917],8,5,3
nmdc:bsm-11-ssfs1051,map04918,Thyroid hormone synthesis [PATH:ko04918],10,12,8
nmdc:bsm-11-ssfs1051,map04919,Thyroid hormone signaling pathway [PATH:ko04919],26,20,16
