bin_oid	Bin ID	Genome Name	IMG Genome ID	Bin Lineage	Bin Methods	Created By	Date Added	Bin Completeness	Bin Contamination	Average Coverage	Total Number of Bases	5s rRNA	18s rRNA	28s rRNA	Scaffold Count
3300051106_3	3300051106_3	Rock-associated cryptoendolithic microbial communities from Antarctica - FICUS_Selbmann_55	3300051106	Eukaryota; Ascomycota; Lecanoromycetes; Lecanorales; Parmeliaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-25	98.5	0	95.11	31989345	9	0	3	385
3300044660_7	3300044660_7	Roots microbial communities from millet plant in semiarid region near Thies, Senegal - CSC3E1	3300044660	Eukaryota; Ascomycota; Sordariomycetes; Hypocreales; Hypocreaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	50	0	39.85	12182685	5	0	0	2585
3300044664_10	3300044664_10	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Orchardgrass_Phyllosphere_Control2	3300044664	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Dissoconiaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	54.51	0.75	40.61	11818781	0	0	0	1242
3300044664_4	3300044664_4	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Orchardgrass_Phyllosphere_Control2	3300044664	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Dissoconiaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	63.91	1.13	26.03	14030884	11	0	0	1574
3300044664_9	3300044664_9	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Orchardgrass_Phyllosphere_Control2	3300044664	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Dissoconiaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	77.82	0	152.99	17857953	11	0	0	714
3300044691_23	3300044691_23	Soil microbial communities from Jackson County, Colorado, USA - Chrono_fire_24CD	3300044691	Eukaryota; Basidiomycota; Agaricomycetes; Boletales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	55.33	0	8.93	14238983	1	0	0	1964
3300044718_32	3300044718_32	Soil microbial communities from Jackson County, Colorado, USA - Chrono_fire_28BS	3300044718	Eukaryota; Basidiomycota; Agaricomycetes; Boletales; Coniophoraceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	51.86	0.74	9.78	14311911	0	0	0	1757
3300044814_33	3300044814_33	Soil microbial communities from Jackson County, Colorado, USA - Chrono_fire_34CD	3300044814	Eukaryota; Basidiomycota; Agaricomycetes; Russulales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	64.76	0.25	12.02	14818985	0	0	0	1404
3300044835_12	3300044835_12	Soil microbial communities from Jackson County, Colorado, USA - Chrono_fire_34CS	3300044835	Eukaryota; Basidiomycota; Agaricomycetes; Russulales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	66.25	0.74	10.97	17387177	0	0	0	1890
3300045406_12	3300045406_12	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Orchardgrass_Phyllosphere_Drought2	3300045406	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Dissoconiaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	58.27	0.75	10.37	13378037	5	0	0	1796
3300045406_9	3300045406_9	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Orchardgrass_Phyllosphere_Drought2	3300045406	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Dissoconiaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	57.89	0.38	36.88	12628847	7	0	0	1110
3300045407_1	3300045407_1	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Orchardgrass_Phyllosphere_Drought3	3300045407	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Mycosphaerellaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	65.41	6.02	16.46	22366317	45	0	0	2772
3300045407_2	3300045407_2	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Orchardgrass_Phyllosphere_Drought3	3300045407	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Dissoconiaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	70.68	0.75	20.97	15896612	10	0	0	1652
3300045407_5	3300045407_5	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Orchardgrass_Phyllosphere_Drought3	3300045407	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Dissoconiaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	52.63	0.38	49.38	12680426	4	0	0	1362
3300045407_7	3300045407_7	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Orchardgrass_Phyllosphere_Drought3	3300045407	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Dissoconiaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	86.09	0	146.68	19352535	14	0	0	717
3300045408_4	3300045408_4	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Orchardgrass_Phyllosphere_Drought4	3300045408	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Dissoconiaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	72.93	1.13	26.62	17427398	7	0	0	1917
3300045408_7	3300045408_7	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Orchardgrass_Phyllosphere_Drought4	3300045408	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Dissoconiaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	83.83	0	106.66	18565032	10	0	0	954
3300045450_25	3300045450_25	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Ryegrass_Phyllosphere_control4	3300045450	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	52.26	2.26	15.45	16174287	29	0	0	2323
3300045450_34	3300045450_34	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Ryegrass_Phyllosphere_control4	3300045450	Eukaryota; Basidiomycota; Tremellomycetes; Tremellales; Cuniculitremaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	55.8	0	13.01	12128808	0	0	0	1268
3300045451_6	3300045451_6	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Ryegrass_Phyllosphere_Drought2	3300045451	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Mycosphaerellaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	74.81	4.89	17.13	25269318	47	0	0	2871
3300045541_10	3300045541_10	Freshwater microbial communities from Platte River, Nebraska, USA - NASQAN2011_433	3300045541	Eukaryota	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	69.57	1.74	49.66	8905527	4	1	0	1102
3300045598_14	3300045598_14	Anaerobic fermentation bioreactor microbial communities from Madison, Wisconsin, United States - TSR19	3300045598	Eukaryota; Ascomycota; Saccharomycetes; Saccharomycetales; Phaffomycetaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	94	0.21	21.45	10820210	0	0	0	91
3300045601_35	3300045601_35	Enriched microbial communities from leaf-cutter ant refuse dump, University of Wisconsin, Madison, United States - MES_2_E	3300045601	Eukaryota; Basidiomycota; Tremellomycetes; Trichosporonales; Trichosporonaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	85.4	0.2	9.01	20531971	1	0	0	2245
3300045918_101	3300045918_101	Microbial mat bacterial communities from wetland, North Slope, Alaska, United States - OKS_WetSedge1_19July2019	3300045918	Eukaryota; Chlorophyta; Trebouxiophyceae; Chlorellales; Chlorellaceae; Chlorella	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	51.34	0.82	9.67	22856804	1	0	0	4237
3300045938_33	3300045938_33	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Ryegrass_Phyllosphere_control1	3300045938	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Dissoconiaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	75.56	1.13	16.68	17987802	8	0	0	1358
3300045939_3	3300045939_3	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Orchardgrass_Phyllosphere_Control4	3300045939	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Dissoconiaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	61.65	0.38	9.37	12772802	6	0	0	1995
3300045942_18	3300045942_18	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Ryegrass_Phyllosphere_Drought4	3300045942	Eukaryota; Basidiomycota; Exobasidiomycetes; Ceraceosorales; Ceraceosoraceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	52.4	0	49.26	12051197	0	0	0	1249
3300045942_27	3300045942_27	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Ryegrass_Phyllosphere_Drought4	3300045942	Eukaryota; Basidiomycota; Tremellomycetes; Tremellales; Cryptococcaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	63	0	30.56	12536462	0	0	0	1303
3300045942_31	3300045942_31	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Ryegrass_Phyllosphere_Drought4	3300045942	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Mycosphaerellaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	50.75	6.77	21.69	22067023	46	0	0	2915
3300045942_49	3300045942_49	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Ryegrass_Phyllosphere_Drought4	3300045942	Eukaryota; Basidiomycota; Ustilaginomycetes; Ustilaginales; Ustilaginaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	57.2	0.4	10.17	9658891	10	0	0	1455
3300045943_2	3300045943_2	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Orchardgrass_Phyllosphere_Control1	3300045943	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Dissoconiaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	69.17	1.13	30.97	17901300	8	0	0	2186
3300045943_3	3300045943_3	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Orchardgrass_Phyllosphere_Control1	3300045943	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Dissoconiaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	78.95	0.38	12.13	19197653	8	0	0	2172
3300045943_7	3300045943_7	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Orchardgrass_Phyllosphere_Control1	3300045943	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Dissoconiaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	62.03	0.38	46.62	13499763	8	0	0	1307
3300045948_3	3300045948_3	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Orchardgrass_Phyllosphere_Control5	3300045948	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Dissoconiaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	86.47	2.63	19.38	21860070	13	0	0	2301
3300045948_4	3300045948_4	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Orchardgrass_Phyllosphere_Control5	3300045948	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Dissoconiaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	67.67	0.75	30.29	15076804	9	0	0	1422
3300045971_63	3300045971_63	Microbial mat bacterial communities from freshwater pond, North Slope, Alaska, United States - OKS_Pond6_8July2019	3300045971	Eukaryota; Chlorophyta; Trebouxiophyceae; Chlorellales; Chlorellaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	50.93	0.62	10.3	22177924	1	0	0	4113
3300046131_1	3300046131_1	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Orchardgrass_Phyllosphere_Drought1 (v2) (version 2)	3300046131	Eukaryota; Basidiomycota; Tremellomycetes; Tremellales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	59	1.2	20.94	13223904	0	0	0	1466
3300046131_14	3300046131_14	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Orchardgrass_Phyllosphere_Drought1 (v2) (version 2)	3300046131	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Dissoconiaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	96.99	0.38	321.89	22859430	9	0	0	587
3300046131_17	3300046131_17	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Orchardgrass_Phyllosphere_Drought1 (v2) (version 2)	3300046131	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Mycosphaerellaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	58.27	6.39	48.34	22642031	47	0	0	3328
3300046131_25	3300046131_25	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Orchardgrass_Phyllosphere_Drought1 (v2) (version 2)	3300046131	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Dissoconiaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	90.6	0	931.52	20540605	11	0	0	796
3300046131_30	3300046131_30	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Orchardgrass_Phyllosphere_Drought1 (v2) (version 2)	3300046131	Eukaryota; Basidiomycota; Exobasidiomycetes; Ceraceosorales; Ceraceosoraceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	64.6	0.6	17.85	14218435	0	0	0	1803
3300046131_6	3300046131_6	Leaf microbial communities from farm grass in Deerfield, Massachusetts, United States - Orchardgrass_Phyllosphere_Drought1 (v2) (version 2)	3300046131	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Dissoconiaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	87.97	0.38	178.59	20397303	13	0	0	1081
3300046154_13	3300046154_13	Sediment microbial communities from irrigation canal in Merced County, California, USA - HIL8-9-26-19	3300046154	Eukaryota; Chlorophyta; Chlorophyceae; Sphaeropleales; Scenedesmaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	68.7	8.86	9.12	85666705	7	0	0	13030
3300046163_69	3300046163_69	Seawater microbial communities from Southern California Bight, CA, United States - Newport_PBmetag_111019.NPB	3300046163	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	92.8	0	12.53	11688243	5	2	2	23
3300046168_139	3300046168_139	Seawater microbial communities from Southern California Bight, CA, United States - Newport_PBmetag_200108.NPB	3300046168	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Mamiellaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	68.4	0.8	8.38	14511660	5	1	1	119
3300046168_40	3300046168_40	Seawater microbial communities from Southern California Bight, CA, United States - Newport_PBmetag_200108.NPB	3300046168	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Mamiellaceae; Micromonas	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	54	1.2	9.64	11515386	4	1	1	157
3300046169_135	3300046169_135	Seawater microbial communities from Southern California Bight, CA, United States - Newport_PBmetag_120718.NP1	3300046169	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Mamiellaceae; Micromonas	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	57.2	1.4	28.82	12510275	5	1	1	32
3300046368_42	3300046368_42	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_170322.NP2	3300046368	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	67.6	0.2	13.77	7836784	2	0	0	1281
3300046369_29	3300046369_29	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_180502.NP2	3300046369	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	78	0	15.75	9219735	0	0	0	1238
3300046371_12	3300046371_12	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_171011.NP2	3300046371	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	82.2	0	19.26	11673942	3	0	1	757
3300046388_10	3300046388_10	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_200205.NP1	3300046388	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Mamiellaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	50.6	0.6	21.16	9879587	3	0	0	1385
3300046389_6	3300046389_6	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_190417.NP1	3300046389	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	72.4	0	30.99	8886592	1	1	0	1225
3300046412_44	3300046412_44	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_151213.NP2	3300046412	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	77.2	0.2	26.93	9648973	2	0	0	1294
3300046425_54	3300046425_54	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_171115.NP2	3300046425	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	85	0.6	24.79	9805267	2	0	0	1286
3300046454_38	3300046454_38	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-198-CL2_38_5 rhizosphere	3300046454	Eukaryota; Mucoromycota; Mucoromycetes; Mucorales; Phycomycetaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	74.78	6.09	10.09	20040471	0	0	2	2326
3300046461_1	3300046461_1	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-845-CL3_80_19 rhizosphere	3300046461	Eukaryota; Ascomycota; Eurotiomycetes; Eurotiales; Aspergillaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	70.68	0	21.2	23402205	37	0	0	1537
3300046461_23	3300046461_23	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-845-CL3_80_19 rhizosphere	3300046461	Eukaryota; Ascomycota; Eurotiomycetes; Eurotiales; Aspergillaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	83.83	0	13.14	22547451	13	0	0	1881
3300046463_27	3300046463_27	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-866-CL3_75_7 rhizosphere	3300046463	Eukaryota; Mucoromycota; Mortierellomycetes; Mortierellales; Mortierellaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	54.78	3.91	9.08	23432659	0	1	37	2812
3300046464_41	3300046464_41	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_150527.NP1	3300046464	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	76.2	0	14.51	9278539	1	0	0	1373
3300046465_12	3300046465_12	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_150610.NP1	3300046465	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	72.2	0.2	40.89	8651007	1	0	1	1341
3300046468_88	3300046468_88	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_180516.NP2	3300046468	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	64.6	0	12.15	7765143	1	1	0	1293
3300046511_17	3300046511_17	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-331-CL2_55_18 rhizosphere	3300046511	Eukaryota; Ascomycota; Eurotiomycetes; Eurotiales; Aspergillaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	81.95	0	16.43	26318845	29	0	0	2211
3300046514_7	3300046514_7	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-360-CL2_44_14 rhizosphere	3300046514	Eukaryota; Ascomycota; Eurotiomycetes; Eurotiales; Aspergillaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	71.8	0	15.24	19612183	23	0	1	1986
3300046515_30	3300046515_30	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-360-Co2_62_25 rhizosphere	3300046515	Eukaryota; Ascomycota; Eurotiomycetes; Eurotiales; Aspergillaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	59.77	0.75	8.91	14686172	13	0	1	1916
3300046516_28	3300046516_28	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-448-CL1_35_3 rhizosphere	3300046516	Eukaryota; Mucoromycota; Mucoromycetes; Mucorales; Phycomycetaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	83.04	9.57	29.18	22508369	0	0	1	1776
3300046529_54	3300046529_54	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-866-CL2_50_11 rhizosphere	3300046529	Eukaryota; Ascomycota; Sordariomycetes; Hypocreales; Clavicipitaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	52.63	0	8.25	15289135	8	0	0	2223
3300046533_35	3300046533_35	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-845-CL2_37_16 rhizosphere	3300046533	Eukaryota; Basidiomycota; Tremellomycetes; Trichosporonales; Trichosporonaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	84.4	0.6	9.88	17434385	0	0	0	1223
3300046533_40	3300046533_40	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-845-CL2_37_16 rhizosphere	3300046533	Eukaryota; Ascomycota; Leotiomycetes; Pseudeurotiaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	84.21	0.75	15.07	18631587	44	0	0	1258
3300046534_169	3300046534_169	Melted sea ice microbial communities from Arctic Ocean - MOSAiC PS122_411	3300046534	Eukaryota; Bacillariophyta; Bacillariophyceae; Bacillariales; Bacillariaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	52.71	2.56	17.33	19262443	2	0	0	2525
3300046534_181	3300046534_181	Melted sea ice microbial communities from Arctic Ocean - MOSAiC PS122_411	3300046534	Eukaryota; Bacillariophyta; Bacillariophyceae; Bacillariales; Bacillariaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	68.66	0.57	20.82	22983970	6	0	0	2870
3300046543_20	3300046543_20	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-847-CL1_28_5 rhizosphere	3300046543	Eukaryota; Ascomycota; Eurotiomycetes; Eurotiales; Aspergillaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	50	7.89	7.58	14620786	4	0	0	2294
3300046642_46	3300046642_46	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-833-CL2_42_16 rhizosphere	3300046642	Eukaryota; Ascomycota; Eurotiomycetes; Eurotiales; Aspergillaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	53.38	0	9.14	14431706	11	0	0	1721
3300046655_26	3300046655_26	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_171018.NP2	3300046655	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	82.4	0	22.37	11869983	1	0	0	1082
3300046665_46	3300046665_46	Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 rhizosphere	3300046665	Eukaryota; Ascomycota; Sordariomycetes; Hypocreales; Bionectriaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	50	0	8.38	24383349	15	0	0	3169
3300046674_15	3300046674_15	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-133-CL3_93_10 rhizosphere	3300046674	Eukaryota; Ascomycota; Dothideomycetes; Pleosporales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	96.62	1.13	45.85	42245519	26	0	0	169
3300046675_18	3300046675_18	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-904-CL2_57_20 rhizosphere	3300046675	Eukaryota; Ascomycota; Eurotiomycetes; Eurotiales; Aspergillaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	67.67	2.63	11.5	19095010	24	0	1	1850
3300046679_13	3300046679_13	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-388-CL2_50_4 rhizosphere	3300046679	Eukaryota; Ascomycota; Eurotiomycetes; Eurotiales; Aspergillaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-10-19	88.35	3.76	9.04	29134218	20	0	1	2595
